darija,eng,darija_ar
wach kmmelti l9raya?,Have you finished studying?,واش كمّلتي لقرايا?
fach khddam howa?,What does he do for work?,فاش خدّام هووا?
fach khddam babak?,What does your father do for work?,فاش خدّام باباك?
fach khddam nta?,What do you do for work?,فاش خدّام نتا?
fach khddamin walidik?,What do your parents do for work?,فاش خدّامين واليديك?
fin kay3Tik SSda3?,Where does it hurt?,فين كايعطيك الصداع?
fin bghiti tmchi?,Where do you want to go?,فين بغيتي تمشي?
b3id 3la 8na,It's far from here,بعيد علا هنا
Hasna sa7bt karim,Hasna is Karim's girlfriend,هاسنا ساحبت كاريم
Hasna mrt karim,Hasna is Karim's wife,هاسنا مرت كاريم
Hasna mmt karim,Hasna is Karim's mother,هاسنا المت كاريم
3ndo Tomobila wa3ra,He has a nice car,عندو طوموبيلا واعرا
hoa tlmid zwin,He's a very good student,هوا تلميد زوين
hoa sra3 mnni,He's faster than me,هوا سراع منّي
bito sghir bzzaf,His room is very small,بيتو سغير بزّاف
kidayrin lwalidin dyalk?,How are your parents?,كيدايرين لواليدين ديالك?
kifach ghanst3ml hadchi?,How do I use this?,كيفاش غانستعمل هادشي?
jit m3a ddar,I came with my family,جيت معا الدار
bghit nkhddm l'internet,I'd like to use the internet,بغيت نخدّم ل'ينترنت
ma3ndich lw9t daba,I don't have time right now,ماعنديش لوقت دابا
kan3ich f Chichawa,I live in Chichawa,كانعيش ف شيشاوا
drt wahd lghalaT,I made a mistake,درت واهد لغالاط
drt wahd zzBla,I made a mistake,درت واهد الزبلا
"ana mbrre3, chokran","I'm very well, thank you","أنا مبرّع, شوكران"
khasni sarout khra,I need another key,خاسني ساروت خرا
khssni nmchi daba,I need to go now,خسّني نمشي دابا
kayn Hamza 3afak?,Is Hamza there please?,كاين هامزا عافاك?
wach hada ktabk?,Is this your book?,واش هادا كتابك?
kayn l3jaj bzzaf.,It's very windy.,كاين لعجاج بزّاف.
ma3mmrni drt hadchi,I've never done that,ماعمّرني درت هادشي
tta wahd makay3awnna,Nobody is helping us,التا واهد ماكايعاونّا
chi 7edd jay,Someone is coming,شي حدّ جاي
hadik mdrasa mzyana,That's a good school,هاديك مدراسا مزيانا
hada ktab dyalha,That's her book,هادا كتاب ديالها
had lktouba dyawlna,These books are ours,هاد لكتوبا دياولنا
mazal matla9awch m3aha,They haven't met her yet,مازال ماتلاقاوش معاها
rah kaytsnnaw fina,They're waiting for us,راه كايتسنّاو فينا
kijak had sbbaT,What do you think of these shoes?,كيجاك هاد سبّاط
imta bghiti ntla9aw?,When would you like to meet?,إمتا بغيتي نتلاقاو?
fin khddama mrtk?,Where does your wife work?,فين خدّاما مرتك?
darkom zwina bzzaf,Your house is very nice,داركوم زوينا بزّاف
kon 3la bal,watch out,كون علا بال
hadchi kayban mazyan.,That sounds good.,هادشي كايبان مازيان.
3ndna ghir 12:30,All we have is 12:30.,عندنا غير 1ء:ع0
machi mazyan bzaf.,Not so good.,ماشي مازيان بزاف.
S3ib tayab lbaTT,It's hard to cook the duck,صعيب تاياب لباطّ
"Haha, rak 8rastini!","Haha, you crack me up!","هاها, راك هراستيني!"
khllani mchToun chwiya.,It got me a little bit worried.,خلّاني مشطون شوييا.
wach kat9sed hadchi?,Do you mean this?,واش كاتقسد هادشي?
"Tayara, 2amina bzaf","The plane, it's very safe.","طايارا, أمينا بزاف"
ana 3arf hadchi,I know that,أنا عارف هادشي
kifach 7sit bl7wayj,how I felt about things,كيفاش حسيت بلحوايج
hadchi chi 7aja...,That's something...,هادشي شي حاجا...
"machi mazyan, la.","Not so good, no.","ماشي مازيان, لا."
wach safi taf9na?,Do we have a deal?,واش سافي تافقنا?
3andak 39al wahd.,You have a one track mind.,عانداك عقال واهد.
wayah hadchi as8al.,Sure it's easier.,واياه هادشي أسهال.
"Mr7ba, alah yawdi!","Yes, of course!","مرحبا, ألاه ياودي!"
achmn dissir bghiti?,What kind of fruit do you prefer?,أشمن ديسّير بغيتي?
"Wakha, andir dakchi.","All right, I'll do that.","واخا, أندير داكشي."
ana ankon Octopussy.,I'll be Octopussy!,أنا أنكون أُكتوپوسّي.
bighitini nkon James?,You want me to be James?,بيغيتيني نكون جامس?
ana maknchbhch lih...,I don't look like him...,أنا ماكنشبهش ليه...
n9dro ndiro sangria.,We could make sangria.,نقدرو نديرو سانڭريا.
ghadi nbda fdakchi.,I'll get started on it.,غادي نبدا فداكشي.
ghadi ndir E-mail.,E-mails will do.,غادي ندير إ-مايل.
Safi ta7aja akhra?,Nothing else?,صافي تاحاجا أخرا?
nsit ktab zwiin.,I forgot a good book.,نسيت كتاب زويّن.
machi b7al b7al.,It's not the same thing.,ماشي بحال بحال.
machi nfs lhaja.,It's not the same thing.,ماشي نفس لحاجة.
wach hadchi m9bol?,Would that be ok?,واش هادشي مقبول?
fkker fchi barnamaj.,Think about a program.,فكّر فشي بارناماج.
l7alwa fikra zwina,The cakes are a good idea.,لحالوا فيكرا زوينا
machi fikra khayba,It's not a bad idea,ماشي فيكرا خايبا
bghiti tmchi tchta7,You want to go dancing?,بغيتي تمشي تشتاح
walakin kantaf9 m3ak...,But I agree with you...,والاكين كانتافق معاك...
hani mchit n3es.,I'm off to bed.,هاني مشيت نعس.
kanDn anani 2aditk...,I think I hurt you...,كانضن أناني أديتك...
 nchoufouk a khona,See you later brother,نشوفوك أ خونا
tsba7 3la khir,Good night,تسباح علا خير
kalkin ma3reftch chno,But I just can't figure out what,كالكين ماعرفتش شنو
bach nkono waD7in,Just to be clear,باش نكونو واضحين
ana machi na3es.,I'm not sleeping.,أنا ماشي ناعس.
ola momkin ala.,Or maybe not.,أُلا مومكين ألا.
kolchi madlem 7daya,Everything is dark around me,كولشي مادلم حدايا
l7outa katgol salam,The fish say hello,لحوتا كاتڭول سالام
chi nas makay3rfonich,Some people don't know me,شي ناس ماكايعرفونيش
kat3ref l7out tahowa?,Do you know the fish too?,كاتعرف لحوت تاهووا?
fayt lik kat3rfhoum?,Are they familiar to you?,فايت ليك كاتعرفهوم?
bga3 l a7jam,Of all sizes,بڭاع ل أحجام
ach kaydir fl7awD?,What is he doing in the aquarium?,أش كايدير فلحاوض?
"ah, hwa hadak.","Yes, he is.","أه, هوا هاداك."
hadchi motir lil2ihtimam?,That's interesting?,هادشي موتير ليلإهتيمام?
bayD kbir bzaf.,Huge eggs.,بايض كبير بزاف.
"chof, nta l9ddam!","Look, you're in front!","شوف, نتا لقدّام!"
Sando9 kay3tamad 3lih.,The box depends on it.,صاندوق كايعتاماد عليه.
3lach lkhata2 dyali?,Why is it my fault?,علاش لخاتاء ديالي?
3lach lghalaT dyali?,Why is it my fault?,علاش لغالاط ديالي?
"la, maghadich tghnni!","No, you're not going to sing!","لا, ماغاديش تغنّي!"
yalah nkhrjo mn8na!,Get us out of here!,يالاه نخرجو منهنا!
inchalah ghatmchi 9ariban,Hopefully it will go away soon,إنشالاه غاتمشي قاريبان
hwa choja3 bzaf,he's being very brave,هوا شوجاع بزاف
aykhasna ndiro khtibar.,We'd have to do a test.,أيخاسنا نديرو ختيبار.
aykhasna ndiro test.,We'd have to do a test.,أيخاسنا نديرو تست.
ma3ndich 7ta fikra.,No idea whatsoever.,ماعنديش حتا فيكرا.
la machi ana.,Not me.,لا ماشي أنا.
la madirch dakchi.,No don't do that.,لا ماديرش داكشي.
khlina nl9aw 7al.,Let's try to find a solution.,خلينا نلقاو حال.
oh...l2amr kay3tamd 3lik,Uh... it depends on you...,أُه...لأمر كايعتامد عليك
ana matfat7 bzaf,I'm very open minded.,أنا ماتفاتح بزاف
"ah bssa7, kayna","Oh yes, there is.","أه بسّاح, كاينا"
7aDD mowafa9 flijtima3,Good luck with the meeting,حاضّ مووافاق فليجتيماع
lmas3ad khasr tani,The elevator's down again.,لماسعاد خاسر تاني
nniDam 9dim bzaf,The system is so antiquated.,النيضام قديم بزاف
ghadi tswa lmlayn,It would cost millions,غادي تسوا لملاين
"ah, hiya hadik","Ah, that's it","أه, هييا هاديك"
"baslama, a chmata","Goodbye, you cheap bastard!","باسلاما, أ شماتا"
oh khditihom bjoj?,Oh you took both?,أُه خديتيهوم بجوج?
wach kaynin lfkarn?,Are there turtles?,واش كاينين لفكارن?
kay3ajboni lfkarn bzaf,I like turtles a lot!,كايعاجبوني لفكارن بزاف
kolchi kay3ajboh lfkarn!,Everyone likes turtles!,كولشي كايعاجبوه لفكارن!
"ah, silsila lghida2ia.","Yeah, it's the food chain.","أه, سيلسيلا لغيداإا."
bghaw khobz akhor,They want more bread,بغاو خوبز أخور
wach ba9i chwiya?,Is there any left?,واش باقي شوييا?
oh wa lawa8,Oh come on,أُه وا لاواه
imkn mn ba3d.,Maybe later.,إمكن من باعد.
wa7ad l9ahwa jaya,One coffee coming up!,واحاد لقاهوا جايا
d9i9a hani jay,I'll be back in a minute,دقيقا هاني جاي
achno jbti lihom?,What did you bring for them?,أشنو جبتي ليهوم?
ma3amri fkkert fiha,I never thought about it,ماعامري فكّرت فيها
ba3d lmarat trumpet,Sometimes the trumpet,باعد لمارات ترومپت
kifach wSlna lhna,How did we end up here?,كيفاش وصلنا لهنا
mchit b3id chwiya,I walked away a little bit,مشيت بعيد شوييا
chwiya mn8om bjouj.,A little bit of both.,شوييا منهوم بجوج.
ach kayn fl9a2ima?,What's the menu?,أش كاين فلقاإما?
chwiya dyal lkhoDra,A puff of vegetables,شوييا ديال لخوضرا
m3a chrab lbyed,With white wine,معا شراب لبيد
hadchi kayban mazyan,That sounds nice,هادشي كايبان مازيان
ch7al dyal nas?,How many people is it for?,شحال ديال ناس?
bSSe7 ghadi namchi,Right I'll get going.,بصّح غادي نامشي
achman dissir katsweb?,What dessert are you making?,أشمان ديسّير كاتسوب?
wach kat8dr blm39oul?,Are you serious?,واش كاتهدر بلمعقول?
walakin 9ta3ti Sb3k,But you cut your finger!,والاكين قتاعتي صبعك
khsna nmchiw lmost3jalat,We have to go to the emergency room!,خسنا نمشيو لموستعجالات
nhar maghadich mazyan,The day isn't going so well,نهار ماغاديش مازيان
yalah nlghiw l3ars,Let's cancel the wedding,يالاه نلغيو لعارس
"awalan, tomobil khsrat","Firstly, the car broke down","أوالان, توموبيل خسرات"
khaliti tonobil flkhdma,You left the car at work?,خاليتي تونوبيل فلخدما
mamt2akadch wach nwafa9,I'm not sure I agree,مامتأكادش واش نوافاق
nach nkhrjo nt3chaw?,Shall we go out to dinner?,ناش نخرجو نتعشاو?
ana kay3jbni lmsra7.,I love the theater.,أنا كايعجبني لمسراح.
kan7ma9 3la l7afalat!,I love parties!,كانحماق علا لحافالات!
chno katkheTTeT dir?,What are you planning on doing?,شنو كاتخطّط دير?
dari makbirach bzaf,my place it's not big enough,داري ماكبيراش بزاف
kayn ras lmalik.,There's The King's head.,كاين راس لماليك.
Ha ha ha!,Ha ha ha!,ها ها ها!
wach homa mzyanin?,Are they any good?,واش هوما مزيانين?
mat9ll9ch 3la sa7bk...,No offense to your friend...,ماتقلّقش علا ساحبك...
lahoma lak l7amd!,Thank God!,لاهوما لاك لحامد!
hadchi machi 3adi.,It's not natural.,هادشي ماشي عادي.
Ah... ila bghiti.,Uh... if you want.,أه... إلا بغيتي.
wach bghiti whiskey?,Would you like a whiskey?,واش بغيتي وهيسكي?
3afak ghir lyad.,Just the hand please.,عافاك غير لياد.
"mzyan, n8ark mbrouk.","All right, good day to you.","مزيان, نهارك مبروك."
Ah f8mt daba!,Oh I understand now!,أه فهمت دابا!
chno ghadi nTyybo!,What shall we cook?,شنو غادي نطيّبو!
hada hwa so2al.,That's the question.,هادا هوا سوأل.
makr8tch nzor Hawaii.,I'd like to visit Hawaii.,ماكرهتش نزور هاوايّ.
ach kaydir rajlak?,What does your husband do?,أش كايدير راجلاك?
hwa cameraman ghwwaS,He's a scuba diver camera man,هوا كامرامان غوّاص
makan7malch nmchi lghaba,I don't like going into the woods,ماكانحمالش نمشي لغابا
wach nta mkllekh?,Are you stupid?,واش نتا مكلّخ?
wach nta dmdouma?,Are you stupid?,واش نتا دمدوما?
wach nta 7m9?,Are you crazy?,واش نتا حمق?
wach nta msbiTer?,Are you crazy?,واش نتا مسبيطر?
kif rak lyom?,How are you today?,كيف راك ليوم?
achawa kat3awd lyom?,How are you today?,أشاوا كاتعاود ليوم?
achno kaykhasak dir?,What are you supposed to be doing??,أشنو كايخاساك دير?
hamdolah 3la hadchi!,Thank goodness for that!,هامدولاه علا هادشي!
wach bghiti tchofhom?,Do you wish to see them?,واش بغيتي تشوفهوم?
onta a sidi?,"What about you, boss?",أُنتا أ سيدي?
kansma3 bnadam brra,I hear people outside!,كانسماع بنادام برّا
chkon ghadi tsta9bal?,Who are you receiving?,شكون غادي تستاقبال?
hadi khadma ghriba,It is a strange business,هادي خادما غريبا
hadi khdma fchkel,It is a strange business,هادي خدما فشكل
"oh, ah, fhamt.","Oh, yes, I understand.","أُه, أه, فهامت."
"tchaja3, lmosa3ada jaya","Courage, help is coming!","تشاجاع, لموساعادا جايا"
sara7a ana bikhir,I'm ok actually,ساراحا أنا بيخير
bghit ntmcha chwia,I'd like to go for a walk,بغيت نتمشا شويا
makr8tch ntmcha chwia,I'd like to go for a walk,ماكرهتش نتمشا شويا
walakin wach ma3yitich?,But aren't you tired?,والاكين واش ماعييتيش?
hadchi machi dorigin,that's not very original,هادشي ماشي دوريڭين
kantmana mayb9ach 9arn,I wish it didn't last a century!,كانتمانا مايبقاش قارن
kidazt ri7la dyalk?,How was your journey?,كيدازت ريحلا ديالك?
kantmna itkhffef bzarba,I hope it calms down quickly,كانتمنا إتخفّف بزاربا
chaft khok lbar7!,I saw your brother yesterday!,شافت خوك لبارح!
hada khbar zwin,That's good news,هادا خبار زوين
maswaltoch 3la tafaSil,I didn't ask him for details,ماسوالتوش علا تافاصيل
ghadi nakhod 98iwa,I'll have a coffee,غادي ناخود قهيوا
Ayeh a moulay,"Certainly, sir.",أيه أ مولاي
wa7ad 98wa jaya,One coffee coming up,واحاد قهوا جايا
lachmn blad mchiti?,Which country did you go to?,لاشمن بلاد مشيتي?
ewa kidaz n8ark?,So how was your day?,إوا كيداز نهارك?
kidaz dyalk nta?,How was yours?,كيداز ديالك نتا?
dyali kan mazyan,Mine was fine,ديالي كان مازيان
kima kan mo9arar,As scheduled.,كيما كان موقارار
kat9Sd mora jtima3ak,You mean after your meeting,كاتقصد مورا جتيماعاك
kan nhari mkalmi,My day has been quiet,كان نهاري مكالمي
w 3layach ktbti?,And what did you write about?,و علاياش كتبتي?
3lach 8Drto flli9a2?,what was your meeting about?,علاش هضرتو فلّيقاء?
ma3amro kan 3ndi,I've never had it,ماعامرو كان عندي
kan lijtima3 mzyan,The meeting was pretty good,كان ليجتيماع مزيان
o mn jihtk?,What about your side?,أُ من جيهتك?
Trump li ghabiy,Trump being an idiot.,طرومپ لي غابيي
ghadi nrja3 bzarba,I'll be back soon,غادي نرجاع بزاربا
ra2is dyal mirikan?,The president of the US?,راإس ديال ميريكان?
hadi hi naDariya,this is just a theory,هادي هي ناضارييا
tktb f 2010,It was written in 2010,تكتب ف 2010
na8tamo bSa7tna l3a9liya,looking after our mental health,ناهتامو بصاحتنا لعاقلييا
makatb8rakch 7aDartk l9dima?,"And it doesn't fascinate you, ancient civilizations?",ماكاتبهراكش حاضارتك لقديما?
lbdaya dyal lktaba?,The birth of writing?,لبدايا ديال لكتابا?
ttarikh yo3ido nafsa8,History often repeats itself,التاريخ يوعيدو نافساه
ttarikh kayt3awd dima,History often repeats itself,التاريخ كايتعاود ديما
khassk t9llb mzyan,You should look into it,خاسّك تقلّب مزيان
ntla9aw simana jaya,See you next week!,نتلاقاو سيمانا جايا
chokran 3la ddi9a,Thank you for your precision.,شوكران علا الديقا
ila bditi bhado,If you get those started,إلا بديتي بهادو
wllat mochkila 3alamiya,it became a global problem,ولّات موشكيلا عالامييا
"wakha, khod ra7tk","Okay, suit yourself.","واخا, خود راحتك"
t9riban riwayat lboliciya,It's a kind of detective novel.,تقريبان ريوايات لبوليسييا
bghiti chi charab?,Would you like a drink?,بغيتي شي شاراب?
makr8tch chi Fanta,I'd love an Fanta,ماكرهتش شي فانتا
hir bghit n3rf,Just as a matter of interest,هير بغيت نعرف
3la 7sab maf8mt,As far as I understand it,علا حساب مافهمت
chaftak katwakalhom...achno dakchi?,"I see you feed them, too... what is it?",شافتاك كاتواكالهوم...اشنو داكشي?
khllini nfkkr fiha,let me think about it,خلّيني نفكّر فيها
idan nta pescatorian?,So you're a pescatorian?,إدان نتا پسكاتوريان?
wakha ghadi ndirha.,Okay I will.,واخا غادي نديرها.
wach hadchi likat3ni?,is that what you mean?,واش هادشي ليكاتعني?
achno 3andk lmakla?,What do you have to eat?,أشنو عاندك لماكلا?
chno 3ndk flmakla?,What do you have to eat?,شنو عندك فلماكلا?
ba9i ana lmas2oul,I'm still in charge!,باقي أنا لماسأول
ghadi nakhod taxi.,I'll take a cab.,غادي ناخود تاشي.
mabghitch nkon S3ib,I don't want to be difficult,مابغيتش نكون صعيب
ghadi nwajad Talab,i'll put the order through,غادي نواجاد طالاب
sbah lkhir doctor,"Good morning, Doctor",سباه لخير دوكتور
ach kan wa9a3?,What's been going on?,أش كان واقاع?
khasni na8Dar m3ak,I need to talk to you,خاسني ناهضار معاك
"la, hadak dyali","No, that's mine.","لا, هاداك ديالي"
wach mafikch skhoniya?,Aren't you hot?,واش مافيكش سخونييا?
walakin hadchi kay3ayi,But it's tiring,والاكين هادشي كايعايي
walakin mazal kansma38om,But I still hear them,والاكين مازال كانسماعهوم
l7yoTa maghlaDch bzaf,The walls aren't that thick,لحيوطا ماغلاضش بزاف
ma7asitch brasi fddar,I didn't feel at home,ماحاسيتش براسي فدّار
Sbah lkhir lala,"Good morning, ma'am.",صباه لخير لالا
man9drch nb9a Sabr,I can't take it anymore,مانقدرش نبقا صابر
hadchi li kayn,That's the thing,هادشي لي كاين
kidayrin a7fadk zwinin?,How are those lovely grandchildren of yours?,كيدايرين أحفادك زوينين?
makatkhalich l7ayat sa8la,it doesn't make life easy!,ماكاتخاليش لحايات ساهلا
7fadi labas 3lihom,My grandkids are fine,حفادي لاباس عليهوم
yallah bdat katmecha,she just made her first steps!,يالّاه بدات كاتمشا
"ah, rani fa8mak","Ah, how I understand you!","أه, راني فاهماك"
wladi 3Tawni tablet,my kids gave me a tablet,ولادي عطاوني تابلت
homa drayfin bzaf,They are very kind,هوما درايفين بزاف
khssk nit tjrrbo,You should really try it,خسّك نيت تجرّبو
ghaliban Tl3 3yyan,it probably sucked,غاليبان طلع عيّان
ana kantkhna9 fjanbk,I asphyxiate on your side,أنا كانتخناق فجانبك
kan7taj ta7fiz fikri,I need intellectual stimulation,كانحتاج تاحفيز فيكري
kay7taj ta7fiz 3aTifi,he needs emotional stimulation,كايحتاج تاحفيز عاطيفي
dart khata2 matba3i,I did a typo,دارت خاتاء ماتباعي
obla matzid 3liha,And don't add to it,أُبلا ماتزيد عليها
7awlt nsm3 lik,I tried to hear you out,حاولت نسمع ليك
safi salit mnak,I'm through with you,سافي ساليت مناك
hadi hya Julie!,It's Julie!,هادي هيا جولي!
ana kay3jboni lba7ara...,I love sailors...,أنا كايعجبوني لباحارا...
walakin aykhsna nbtazzohom,But we're gonna have to blackmail them,والاكين أيخسنا نبتازّوهوم
imkan hwa l9orsan?,Maybe he is a pirate?,إمكان هوا لقورسان?
o ghadi nchT7o!,And we'll dance!,أُ غادي نشطحو!
chokran 7it 3awntini!,Thanks for your help!,شوكران حيت عاونتيني!
kan ghDban 3lik?,He was mad at you?,كان غضبان عليك?
kan m9lle9 3lik?,He was mad at you?,كان مقلّق عليك?
9ddam lbiro kamlo!,in front of the entire office,قدّام لبيرو كاملو!
hak khod l9a2ima,Here's the menu,هاك خود لقاإما
daba chno nakl?,"Now, what shall I eat?",دابا شنو ناكل?
walakin klamk mam9adach,But your words are inconsistent,والاكين كلامك مامقاداش
Sba7 lkhir doctor,"Good morning, Doctor",صباح لخير دوكتور
3ndi machakil flkhdma,I'm having trouble at work,عندي ماشاكيل فلخدما
achno w9a3 bdabt?,What exactly has happened?,أشنو وقاع بدابت?
mar77abch 3lik mzyan?,He didn't greet you well?,مارحّابش عليك مزيان?
chno dar bdabt?,What exactly did he do?,شنو دار بدابت?
"haha, hadi fikra","Haha, that would be an idea","هاها, هادي فيكرا"
"oh, fin ghadi?","Oh, where are you going?","أُه, فين غادي?"
fin rak ghadi?,where are you going?,فين راك غادي?
"drari bikhir, chokran","The kids are fine, thank you","دراري بيخير, شوكران"
rah kbro daba,They're almost grown now,راه كبرو دابا
ewa o Emma?,And what about Emma?,إوا أُ إمّا?
ghir l2oghnia l2osbo3ia?,Just the weekly song?,غير لأغنيا لأسبوعيا?
mn achmn 3aSr?,From what era?,من أشمن عاصر?
ymkan simana jaya,Maybe next week,يمكان سيمانا جايا
3ndi chi Trifat,I have a few slices,عندي شي طريفات
wach safrti bzaf?,Have you travelled much?,واش سافرتي بزاف?
kif rak lyom?,How are you doing today?,كيف راك ليوم?
7itach houma ji3anin,Because they are hungry,حيتاش هوما جيعانين
kaybano bli ji3anin,They look hungry,كايبانو بلي جيعانين
kayban fihom jjou3,They look hungry,كايبان فيهوم الجوع
ach ban lik?,what do you think?,أش بان ليك?
7san t3tihom khizo,Better give them carrots,حسان تعتيهوم خيزو
rah chddato lkhl3a,He got scared,راه شدّاتو لخلعا
aykhsna ncmhiw ldar,We should go home,أيخسنا نكمهيو لدار
aykhsna nrj3o ldar,We should go back home,أيخسنا نرجعو لدار
hadchi khlito lik,It's up to you,هادشي خليتو ليك
khdit l2aghliabia dyalhom,I get most of them though,خديت لأغليابيا ديالهوم
"ah, khlina nft7oha","Yes, let's get it opened","أه, خلينا نفتحوها"
o3ndi karTa tahia,I've also got some playing cards here,أُعندي كارطا تاهيا
hadi fikra mzyana,That's a good idea,هادي فيكرا مزيانا
ghadi nrja3 daba,I'll be right back,غادي نرجاع دابا
ach kadir lik?,What's she doing to you?,أش كادير ليك?
hia dima tma,She is always there,هيا ديما تما
wach hya katb3ak?,Is she following you?,واش هيا كاتبعاك?
"flmdiba, fga3 lblayS?","In town, everywhere?","فلمديبا, فڭاع لبلايص?"
bach tkon Sari7...,To be truthful...,باش تكون صاريح...
knt kanbki bzaf,I used to cry a lot,كنت كانبكي بزاف
"lil2asaf, mrra khra","Unfortunately, another time","ليلأساف, مرّا خرا"
ghadi nglas flbar,I'll sit at the bar,غادي نڭلاس فلبار
"Oh, 3andak chakhSia!","Oh, you've got character!","أُه, عانداك شاخصيا!"
mayb9ach fik l7al!,Don't get upset!,مايبقاش فيك لحال!
ana ga3 mam9la9,I'm not upset,أنا ڭاع مامقلاق
sma7lia mabghtich nzarrbak,I'm sorry I didn't want to rush you,سماحليا مابغتيش نزارّباك
ah fhamt daba,Ah I understand now,أه فهامت دابا
maghadich tkon Twila,She'll not be long,ماغاديش تكون طويلا
khlini n9ddam rasi,Let me introduce myself,خليني نقدّام راسي
ochno smitak nta?,What's yours?,أُشنو سميتاك نتا?
sma7lia khssni nmchi,Sorry got to go,سماحليا خسّني نمشي
"wakha, nchofak ghda!","Okay, I'll see you tomorrow!","واخا, نشوفاك غدا!"
"Sba7 lkhir, maria!","Good morning, Maria!","صباح لخير, ماريا!"
rjl katl3b chwiya,The leg's playing up a bit,رجل كاتلعب شوييا
mab9itch kanchof mazyan,I can't see very well anymore,مابقيتش كانشوف مازيان
o makhsekch tchka!,And you shouldn't be complaining!,أُ ماخسكش تشكا!
ghi kant kand7ak!,I was kidding!,غي كانت كاندحاك!
kolchi bikhir onta?,"Very well thanks, and you?",كولشي بيخير أُنتا?
bikhir choukran bzeef,"I'm fine, thank you very much",بيخير شوكران بزيف
momkin t3awni 3afak?,"Can you help me, please?",مومكين تعاوني عافاك?
makayn ta mochkil,No problem,ماكاين تا موشكيل
chokran 3la wa9tak,Thank you for your time,شوكران علا واقتاك
wach ana mbrzTek?,Am I bothering you?,واش أنا مبرزطك?
ghadi tkon momti3a,It'll be fun!,غادي تكون مومتيعا
3lach ghadi n7chm?,Why would I be ashamed?,علاش غادي نحشم?
mam7tajch natbat hadchi,I don't need to prove it!,مامحتاجش ناتبات هادشي
wach 3andak menu?,Do you have a menu?,واش عانداك منو?
ana maji3anch sara7a,I'm not that hungry actually,أنا ماجيعانش ساراحا
o mDall zwiwen!,And a beautiful umbrella!,أُ مضالّ زويون!
wach hadchi mazyan?,Is that all right?,واش هادشي مازيان?
"bghiti ddissir, yak?","You do want desserts, don't you?","بغيتي الديسّير, ياك?"
ah kandiro disir,"Yes, we make desserts.",أه كانديرو ديسير
matraddadch annak trj3,Don't hesitate to come back,ماترادّادش أنّاك ترجع
hadi hiya l9a2ima,Here is the menu,هادي هييا لقاإما
hada machi so9i,Not that it is my business,هادا ماشي سوقي
hadchi machi chghli,Not that it is my business,هادشي ماشي شغلي
katfakarni bra7alati flbrazil,it reminds me of my travels in Brazil,كاتفاكارني براحالاتي فلبرازيل
n8arach mchiti ltama,When did you go there?,نهاراش مشيتي لتاما
fo9ach mchiti ltma,When did you go there?,فوقاش مشيتي لتما
makra8tch nsafr tma,I would love to travel there,ماكراهتش نسافر تما
wach kat8dar llogha?,Do you speak the language?,واش كاتهدار اللوغا?
"wach kant zwina?""",was it brilliant?,"واش كانت زوينا?"""
sbt 11 younyou,Saturday 11 June?,سبت 11 يونيو
wach hadchi bsa7?,Is that right?,واش هادشي بساح?
ta9dar tkon matfatta7,You could be open minded!!,تاقدار تكون ماتفاتّاح
pop aykoun mbarra3,pop will be great,پوپ أيكون مبارّاع
mn ghir lfara7,except for joy,من غير لفاراح
knt ghir kanD7k,I was only being humourous,كنت غير كانضحك
knt ghir fokaha,I was only being humourous,كنت غير فوكاها
knt ghir m9cheb,I was only being humourous,كنت غير مقشب
sift liya rabiT,Send me the link,سيفت لييا رابيط
sift lia lien,Send me the link,سيفت ليا لين
ghadi nsifto ghda,I will do tomorrow,غادي نسيفتو غدا
3ndak chi afkar?,Have you had any thoughts?,عنداك شي أفكار?
yalah nkhaliwha bsiTa,Let's keep it simple,يالاه نخاليوها بسيطا
stamta3 m3a bntk,Enjoy your daughter!,ستامتاع معا بنتك
hadchi makaydkholch l39l,It's absurd,هادشي ماكايدخولش لعقل
b7al t9riban tawtor,More like some kind of stress,بحال تقريبان تاوتور
hadchi kayda7ek sara7a,That's really hilarious,هادشي كايداحك ساراحا
ah kon 8ani,"Ah, don't worry",أه كون هاني
t9dar t3raD 3lihom,We can invite them,تقدار تعراض عليهوم
"ayeh bsa7, na9dro","That's true, we could","أيه بساح, ناقدرو"
"tkka, ana kansma3","Lie down, I'm listening","تكّا, أنا كانسماع"
wach khasni ntkka?,Do I have to lie down?,واش خاسني نتكّا?
3lach nta mderongi,What are you worried about?,علاش نتا مدرونڭي
ma3arfch mnin nbda,I don't know where to begin,ماعارفش منين نبدا
ma3raftch ach kat9sad,I don't know what you mean,ماعرافتش أش كاتقساد
chokran 3la l8dra,Thank you for talking,شوكران علا لهدرا
rah khoTwa kbira!,It's a big step!,راه خوطوا كبيرا!
bda had l3am,It started this year,بدا هاد لعام
lkhawf mn lfachal?,Fear of failure?,لخاوف من لفاشال?
3ndi So3obat fn3as,I have difficulty sleeping,عندي صوعوبات فنعاس
kannsa chi 7wayj,I forget stuff,كانّسا شي حوايج
kan7as 7san daba,I feel better already,كانحاس حسان دابا
hadchi mbrzaT bzaf,This is very inconvenient!,هادشي مبرزاط بزاف
wach 3ndak tilifon?,do you have a phone?,واش عنداك تيليفون?
kayna mochkila fhadchi,There is a problem with that,كاينا موشكيلا فهادشي
sikritira mriDa lyoum,The secretary is ill today,سيكريتيرا مريضا ليوم
"oh, bSSe7, Tab3an","Oh, yes, of course","أُه, بصّح, طابعان"
