darija,eng,darija_ar
3ndna blan,We have a plan,عندنا بلان
o l7lwa.,And dessert.,أُ لحلوا.
"alla, maddirhach!","No, you don't!","ألّا, مادّيرهاش!"
ya ilahi.,"Oh, my God.",يا إلاهي.
sma7 liya.,Sorry.,سماح لييا.
jra7t rasi.,I've cut myself.,جراحت راسي.
ghadi nt9ayya,I'm gonna throw up,غادي نتقايّا
"ah, wakha",Ah ok,"أه, واخا"
chokran bzaf!,Thank you very much!,شوكران بزاف!
ah darori.,Yeah sure.,أه داروري.
l7amdo lilah!,Thank God!,لحامدو ليلاه!
hadchi gharib!,That's surprising!,هادشي غاريب!
la chokran.,No thank you.,لا شوكران.
Tri9 ssalama,Have a safe onward journey,طريق السالاما
kat9sad ttout?,You mean blackberries?,كاتقساد التوت?
chno drti?,What have you done?,شنو درتي?
lays3d lmasa,Have a lovely rest of your evening,لايسعد لماسا
walakin m3ndnach!,But we don't have it!,والاكين معندناش!
la makan3rfch.,Not in particular.,لا ماكانعرفش.
khllS ktar?,Pay even more?,خلّص كتار?
fikra wa3ra!,Great idea!,فيكرا واعرا!
kansma3 Sda3.,I hear noise.,كانسماع صداع.
maw3id mzyan,Good date,ماوعيد مزيان
7na m7bousin,We're blocked,حنا محبوسين
wa 3afaaak!,Pretty please!,وا عافااك!
jat m3ak!,You look well!,جات معاك!
ahlan Aziz,Hello Aziz.,أهلان أزيز
rak dryef.,That's very kind.,راك دريف.
msa lkhir,Good evening,مسا لخير
ghanakhod 98iwa,I'll have a coffee,غاناخود قهيوا
"Tab3an, sidi","Certainly, sir.","طابعان, سيدي"
ma3ndkomch Sosit?,You don't have a sausage?,ماعندكومش صوسيت?
makayn bas,It's okay,ماكاين باس
makayn ichkal,It's okay,ماكاين إشكال
tjriba ja8nnamia,It's a hell of a experience,تجريبا جاهنّاميا
safrti bzaf!,You've traveled a lot!,سافرتي بزاف!
achmn aatar?,Which ruins?,أشمن اتار?
ana mat2akad,I'm sure,أنا ماتأكاد
masa2 lkhir,Good evening,ماساء لخير
kima blanit,As I scheduled.,كيما بلانيت
z8ar khayb,Bad luck.,زهار خايب
"bsa7, bsa7","True, true.","بساح, بساح"
ewa onta?,How about you?,إوا أُنتا?
3lach jtam3to?,what was your meeting about?,علاش جتامعتو?
ma3ammrni khditha,I've never had it,ماعامّرني خديتها
walakin drnaha,But we made it,والاكين درناها
Trump li7ma9,Trump being a stupid guy.,طرومپ ليحماق
nafs l7aja,Same thing,نافس لحاجا
"ah, bta3rif",Yes--by definition.,"أه, بتاعريف"
bm3na akhor,in other words,بمعنا أخور
"ayeh, kayna","Yes, it is","أيه, كاينا"
nakhdo mital,Let's take an example,ناخدو ميتال
hadchi bsa7,That is true.,هادشي بساح
nzar3o achjar,replanting the trees,نزارعو أشجار
hadchi aSli,this is original!,هادشي أصلي
hadchi original,this is original!,هادشي أُريڭينال
mabghitch ntbarzaT,I don't want to be disturbed,مابغيتش نتبارزاط
riwaya boliciya?,A detective novel?,ريوايا بوليسييا?
hada 7san,That's better.,هادا حسان
kimma glt,As I said,كيمّا ڭلت
hadi 3ndk,I'll give you that,هادي عندك
wach 9ritiha?,Have you read it?,واش قريتيها?
sbah lkhir!,Good morning!,سباه لخير!
ah wakha,"Ah, okay.",أه واخا
ah fhamt!,"Yes, I understand!",أه فهامت!
masa2 lkhayr!,Good evening!,ماساء لخاير!
3la DaghT?,On the pressure?,علا ضاغط?
makanwSSich bll7em,i wouldn't recommend the meat,ماكانوصّيش بلّحم
yalah naklo,let's eat,يالاه ناكلو
yalah n9ssiw,let's eat,يالاه نقسّيو
khlini nchof,let me see,خليني نشوف
bllati nchof,let me see,بلّاتي نشوف
Sbr nchof,let me see,صبر نشوف
kayban mzyan,sound good?,كايبان مزيان
daba goliya,"Now, tell me.",دابا ڭولييا
mabghitch nSadd3ak,I don't want to bother you,مابغيتش نصادّعاك
mabghitch nkhasar8a,I don't want to ruin it,مابغيتش نخاسارها
"t8addan, 3afak","Calm down, please.","تهادّان, عافاك"
3afak matkhafch,Please don't worry,عافاك ماتخافش
sm7i lia,I'm sorry.,سمحي ليا
ya9dar galtiha,Maybe you did,ياقدار ڭالتيها
sma7 liya,I'm sorry,سماح لييا
3awnni 3afak,"Help me, please!",عاونّي عافاك
n9dr nf8m,I would understand,نقدر نفهم
Oh 7biba,Oh dear,أُه حبيبا
hada howa,That's the thing,هادا هووا
ghadi ngolik,I'll let you know,غادي نڭوليك
ghadi n3lmk,I'll let you know,غادي نعلمك
daba n3lmk,I'll let you know,دابا نعلمك
chokran bzaf!,Thank you so much!,شوكران بزاف!
ah mazyan,"Oh, good!",أه مازيان
bnti ttania,my second daughter,بنتي التانيا
chabab kayzrbo!,Young people go so fast!,شاباب كايزربو!
wa akhiran,At last!,وا أخيران
kimma dima,as always,كيمّا ديما
l7ob lal3a2ila,Love to the family,لحوب لالعاإلا
matwa9a3tch hadchi,I was not expecting that,ماتواقاعتش هادشي
chno drt?,what did I do?,شنو درت?
chfnah blfrancia,we saw it in French,شفناه بلفرانكيا
tmata3 bl7yat,enjoy life,تماتاع بلحيات
flwa9i3 bghit,"Actually, I'd like that",فلواقيع بغيت
sara7a makra8tch,"Actually, I'd like that",ساراحا ماكراهتش
ghaykon mbarra3,it would be great,غايكون مبارّاع
ola bjoj?,Or both?,أُلا بجوج?
khasak t9ddmni,You'll have to introduce me,خاساك تقدّمني
3ndo babbagha2?,He has a parrot?,عندو بابّاغاء?
khs nmchi!,I gotta go!,خس نمشي!
khsni nmchi!,I gotta go!,خسني نمشي!
"Oh, mskin","Oh, you poor thing","أُه, مسكين"
ah lay7fdek!,Ah yes please!,أه لايحفدك!
bach katnSa7ni?,what can you advise me?,باش كاتنصاحني?
ma3a salama!,Goodbye!,ماعا سالاما!
la hania,No that is alright,لا هانيا
hadchi wa3r,That's marvellous,هادشي واعر
chno houma?,What are they?,شنو هوما?
daba nrja3,I'll be back,دابا نرجاع
ghadi nrja3,I'll be back,غادي نرجاع
"ah, bzaaf","Yes, very much","أه, بزاف"
3lach hadchi?,Why is that?,علاش هادشي?
yallah njrrbo,Let's try,يالّاه نجرّبو
rah ja,He came over,راه جا
rah jat,she came over,راه جات
rah jaw,they came over,راه جاو
9bal maymchi,before he leaves,قبال مايمشي
fat l7al,too late,فات لحال
mcha l7al,too late,مشا لحال
rah khaf,He got scared,راه خاف
lli ballik,It's up to you,اللي بالّيك
hia labas!,She's all right!,هيا لاباس!
"ah, hanya","Yes, it's fine","أه, هانيا"
"kan9sad, balak!","I mean, whatever!","كانقساد, بالاك!"
chwia onji,I'll be right back,شويا أُنجي
laila sa3ida,Good night,لايلا ساعيدا
smayti Esther,My name's Esther,سمايتي إستهر
smyyti Esther,My name's Esther,سميّتي إستهر
smiti Mathilde,My name is Mathilde,سميتي ماتهيلد
nchofak ghdda,See you tomorrow,نشوفاك غدّا
ewa ewa,So so,إوا إوا
chkoun hadi?,Who's that?,شكون هادي?
"Safi, Safi!","That's it, that's it!","صافي, صافي!"
chno kliti?,What did you eat?,شنو كليتي?
afen al3chran,Hello there,أفن ألعشران
masa2 alkhir,Good evening,ماساء ألخير
"mamt2kadch, fl7a9i9a","I'm not sure, actually","مامتءكادش, فلحاقيقا"
bTabi3t l7al,Of course,بطابيعت لحال
wach mSad3ak?,Am I bothering you?,واش مصادعاك?
ji 3ndi,join me,جي عندي
machi mochkil!,No problem!,ماشي موشكيل!
"ah, bta2kid",Oh yes!,"أه, بتاءكيد"
aji m3aya,Come with me!,أجي معايا
ghaddouz za8ia,It'll be fun!,غادّوز زاهيا
o cocktail,And a cocktail,أُ كوككتايل
lwa7ad daraja,to a certain extent,لواحاد داراجا
"oh, wakha","Oh, ok","أُه, واخا"
hadi sbbora,It's a blackboard,هادي سبّورا
bla n3na3?,No mint?,بلا نعناع?
masa2 lkhir,Good evening!,ماساء لخير
"mnkhouDa, kanDn","Shaken, I guess","منخوضا, كانضن"
loghawiyin moD7ikin,Linguists are funny,لوغاوييين موضحيكين
o lmakla?,What about food?,أُ لماكلا?
ma3raftch 3lach,I don't know why,ماعرافتش علاش
wach khdam?,Are you on business?,واش خدام?
lfrmaj? choklat?,Cheese? Chocolate?,لفرماج? شوكلات?
ah kantmana,Yes hopefully,أه كانتمانا
3otla sa3ida!,Have a wonderful holiday!,عوتلا ساعيدا!
matkhafoch bzaf,You shouldn't worry so much,ماتخافوش بزاف
ah 3raft,"Oh, I know",أه عرافت
b7al lghwwaSa,Like a submarine,بحال لغوّاصا
ah bta2kid,"Yes, absolutely",أه بتاءكيد
hadchi mod8ich!,It's amazing!,هادشي مودهيش!
ghadi nchofo,We'll see,غادي نشوفو
daba nchofo,We'll see,دابا نشوفو
3lach la?,Why not?,علاش لا?
"wakha, tbaSl","Okay, plates","واخا, تباصل"
sma7 liya,I'm sorry,سماح لييا
kanf9ad l7wayj,I lose things,كانفقاد لحوايج
nsa wladk,Never mind your kids,نسا ولادك
fkkar tani,Think again,فكّار تاني
khasna 7all,we need solution,خاسنا حالّ
fikra mzyana,Good idea,فيكرا مزيانا
oh la!,Oh no!,أُه لا!
3tini tilifonk,give me your phone,عتيني تيليفونك
fnfs lwe9t,In the meantime,فنفس لوقت
7na mamjro7inch,we're not injured!,حنا مامجروحينش
rah mochkila,It's problematic,راه موشكيلا
tilifoni decharja,My phone is dead.,تيليفوني دشارجا
fikra naDia,Good idea,فيكرا ناضيا
khasna nat7arko,We had better get a move on,خاسنا ناتحاركو
mnin nabdaw?,Where do we start?,منين نابداو?
kifma bghiti,It's as you wish,كيفما بغيتي
lkhdma mor8i9a,Work is stressful,لخدما مورهيقا
hadchi moD7ik,That's funny,هادشي موضحيك
zwiwen 8na,It's lovely here,زويون هنا
rad lbal,Careful!,راد لبال
hoa fnikich,He's lovely,هوا فنيكيش
hadchi 3abiT,It's silly,هادشي عابيط
sma7 liya,Sorry,سماح لييا
ha ha,Ha ha!,ها ها
ch7al zwin!,How beautiful!,شحال زوين!
mat9rrbch bzaf!,Don't get too close!,ماتقرّبش بزاف!
khasni nmchi,I have to go,خاسني نمشي
achnahowa chrab?,What's the wine?,أشناهووا شراب?
bjojhom kanfadlohom,Both my favourites,بجوجهوم كانفادلوهوم
s3ib nkhtar,It's hard to choose,سعيب نختار
ya salam!,Oh dear!,يا سالام!
machr7och 3lach?,Did they not explain why?,ماشرحوش علاش?
mafsroch ga3?,No explanations at all?,مافسروش ڭاع?
"Uhhhh, rimaya?","Uhhhh, archery?","وهههه, ريمايا?"
hadchi original,It's quite original,هادشي أُريڭينال
nta ach?,You what?,نتا أش?
chno kat9tar7,What do you suggest,شنو كاتقتارح
ma3alyach bzaf,it's not very high,ماعالياش بزاف
kif kaygolo!,so they say!,كيف كايڭولو!
kimma kaygolo!,so they say!,كيمّا كايڭولو!
ewa mst3d?,So are you up for it?,إوا مستعد?
achawa katrowwen,what the hell are you doing,أشاوا كاترووّن
3lach la,Why not,علاش لا
"yalah, mchina!","Come on, let's go!","يالاه, مشينا!"
chno lmochkil?,What's wrong?,شنو لموشكيل?
achno lmochkil?,What's wrong?,أشنو لموشكيل?
achna8owa lmochkil?,What's wrong?,أشناهووا لموشكيل?
bghit nkhrj,I want to get off,بغيت نخرج
fin ghadi?,Where are you going?,فين غادي?
kayn DDo,there's light,كاين الضو
kay3tik afkar,it gives you ideas,كايعتيك أفكار
ana makand7akch,I'm not joking,أنا ماكاندحاكش
kay3arfoni mzyan,They know me well,كايعارفوني مزيان
"ewa, wakha","Well, ok","إوا, واخا"
"idan, mzyan?","So, it's good?","إدان, مزيان?"
bghit n3awno,I want to help him,بغيت نعاونو
kayTll3oha 3lih,They tease him,كايطلّعوها عليه
kantsa2l 3lach,I wonder why,كانتساءل علاش
taghayor lmonakh,climate change,تاغايور لموناخ
o Trump,and Trump,أُ طرومپ
Dadd Trump,anti-Trump,ضادّ طرومپ
kayna blasa!,there's plenty of room!,كاينا بلاسا!
ana 3amali,I'm being practical,أنا عامالي
kansam3ak akhoya!,"8 hear you, brother!",كانسامعاك أخويا!
o n7al!,And the bees!,أُ نحال!
on7al tahwa,and the bees too,أُنحال تاهوا
o dalafin?,what about dolphins?,أُ دالافين?
o lmchach,And the cats,أُ لمشاش
kimma kano,whatever they're like,كيمّا كانو
ghankhtmo8a l8i8,we'll end up there,غانختموها لهيه
wach 3atchan?,Thirsty?,واش عاتشان?
fik l3Tach?,Thirsty?,فيك لعطاش?
"ah, 8na","Yeah, here","أه, هنا"
m3a l7lib?,With milk?,معا لحليب?
wach mti99en?,Are you sure?,واش متيقّن?
bla 7lib!,Without milk!,بلا حليب!
nhar kbir,A big day,نهار كبير
jani lbard,I'm cold,جاني لبارد
aykhasna nl9awha,We should find her,أيخاسنا نلقاوها
bghiti chwiya?,would you like some?,بغيتي شوييا?
fkkarti fkolchi!,You thought of everything!,فكّارتي فكولشي!
ghadi n9ayyam8om,I'm going to evaluate them,غادي نقايّامهوم
hadchi 3adil,That's fair,هادشي عاديل
hadchi m39ol,That's fair,هادشي معقول
onhar tajriba,And the day of experimentation,أُنهار تاجريبا
3achra d9aya9,ten minutes,عاشرا دقاياق
lkhdma dyali,for my work,لخدما ديالي
finmma mchit,Wherever I go,فينمّا مشيت
khasatan flil,It's especially at night,خاساتان فليل
okhososan blil?,Especially at night?,أُخوسوسان بليل?
allah awdi,Of course,الله أودي
ndmt 3liha,I regret it,ندمت عليها
walakin wakha,But ok,والاكين واخا
khoSoSan daba,especially right now,خوصوصان دابا
7ta ana!,Me too!,حتا أنا!
kat9sad zyada?,You mean a raise?,كاتقساد زيادا?
laho a3lam,I don't know,لاهو أعلام
chkon 3ref,who knows,شكون عرف
bghit hadchi,I'd like that,بغيت هادشي
o7ta l9a2ima,But also a menu,أُحتا لقاإما
walakin euuuh,But euuuh!,والاكين إوووه
oh lalaa!,Oh lalaa!,أُه لالا!
bla touma,No garlic,بلا توما
nta mojrim!,You're cruel!,نتا موجريم!
ana najm,I'm a star!,أنا ناجم
ah darori!,"Yes, of course!",أه داروري!
ach kat9tar7?,What would you suggest?,أش كاتقتارح?
"hmm, mo7al","Hmm, I'm not sure about that","همّ, موحال"
kanDn hadchi,I think so,كانضن هادشي
hada howa?,That's it?,هادا هووا?
mrra khra,another time,مرّا خرا
ana faylasouf,I am a philosopher,أنا فايلاسوف
hadchi mo7ammis,This is exciting!,هادشي موحامّيس
ana wojodi,I am an existentialist,أنا ووجودي
ah kanDn,"Yeah, I guess so",أه كانضن
ach 3andak?,What have you got?,أش عانداك?
ach khditi?,What have you got?,أش خديتي?
ach chdditi?,What have you got?,أش شدّيتي?
msa2 lkhir,Good night,مساء لخير
ach ghandiro,What are we gonna do?,أش غانديرو
khalini 3lik,Leave me in peace,خاليني عليك
fotni 3lik,Leave me in peace,فوتني عليك
mojito wSal,The mojito has arrived,موجيتو وصال
ana kanfakar,I'm thinking,أنا كانفاكار
fin 7na,where are we,فين حنا
3iwa2 di2b?,Wolf howl?,عيواء ديءب?
n9dr n3Tihom,I can give them,نقدر نعطيهوم
machi daba,Not at the moment,ماشي دابا
machi droka,Not at the moment,ماشي دروكا
mn ba3d,later,من باعد
wa 3ayalh!,All right!,وا عاياله!
ghatkon ji3an?,you must be hungry?,غاتكون جيعان?
fnafs lwa9t,At the same time,فنافس لواقت
hadchi kayTam2an,that's reassuring,هادشي كايطامأن
bghiti wa7da?,Would you like one?,بغيتي واحدا?
"oh, waw",Oh wow!,"أُه, واو"
kan3cha9 choklat,I adore chocolate,كانعشاق شوكلات
khod mnouna,Take a melon,خود منونا
7iyyed zrri3a,remove the seeds,حييّد زرّيعا
jib m3il9a,get a spoon,جيب معيلقا
ach katgol?,What do you say?,أش كاتڭول?
Talab ttani,Next order,طالاب التاني
hada sa8l,That's easy!,هادا ساهل
masa2 lkhir,Good night,ماساء لخير
la chokran,"No, thank you",لا شوكران
ghir l9ahwa,Just coffee,غير لقاهوا
djaj blkrima?,Cream chicken?,دجاج بلكريما?
98iwtk makhaybach,Your coffee's not bad,قهيوتك ماخايباش
ewa hani,So here I am,إوا هاني
imkn maT3am?,Maybe a restaurant?,إمكن ماطعام?
hadi mochkila,That's a problem,هادي موشكيلا
hada mochkil,That's a problem,هادا موشكيل
maT3am taylandi,A Thai restaurant,ماطعام تايلاندي
oh la,"Oh, no!",أُه لا
oh homa!,Oh them!,أُه هوما!
maghadich tbrzT?,You wouldn't mind?,ماغاديش تبرزط?
ma3amrak ta3raf,You never know,ماعامراك تاعراف
ma9adarch ntsana,I can't wait!,ماقادارش نتسانا
khasni namchi,I have to go!,خاسني نامشي
nhadro ghda,Let's speak tomorrow,نهادرو غدا
nchofak ghda,See you tomorrow!,نشوفاك غدا
makantch lbar7?,Wasn't it yesterday?,ماكانتش لبارح?
hadchi sakhif,that's ludicrous!,هادشي ساخيف
kantmana yakhdam,i hope it works,كانتمانا ياخدام
ah Tab3an,"Yes, of course!",أه طابعان
3titini fikra,You gave me an idea,عتيتيني فيكرا
achno khditi?,What did you get?,أشنو خديتي?
y9adro ysar9ona,We might be mugged!,يقادرو يسارقونا
nnhar bda,The day had begun,النهار بدا
f lgarage,In the garage,ف لڭاراڭ
kabos 7a9i9i,A real nightmare,كابوس حاقيقي
ch7al khayba,How terrible,شحال خايبا
3layach kadwi?!,what are you talking about?!,علاياش كادوي?!
9bl matmchiw,before you go,قبل ماتمشيو
ana rja3t!,I'm back!,أنا رجاعت!
hani jit!,I'm back!,هاني جيت!
rak 3arf,You know,راك عارف
sma7 liya,I'm sorry,سماح لييا
kimma katgol,as you say,كيمّا كاتڭول
m3a salama,Goodbye,معا سالاما
kanDn tzawjo,"they're getting married, I think.",كانضن تزاوجو
"oh, ah","Oh, yeah","أُه, أه"
hippy namodaji,typical hippy!,هيپّي ناموداجي
knt 3arf,I knew it!,كنت عارف
ghadi namrad,I'm going to be sick!,غادي نامراد
mnin nta?,Where are you from?,منين نتا?
mnin nti?,Where are you from?,منين نتي?
mnin ntoma?,Where are you from?,منين نتوما?
ana mirikani,I am American,أنا ميريكاني
ana mirikanya,I am American,أنا ميريكانيا
ana mghribi,I am Moroccan,أنا مغريبي
ana mghribya,I am Moroccan,أنا مغريبيا
o nta?,And you?,أُ نتا?
o nti?,And you?,أُ نتي?
o ntoma?,And you?,أُ نتوما?
sm7 li,Excuse me,سمح لي
sm7i li,Excuse me,سمحي لي
hia mkhtToba,she is engaged,هيا مختطوبا
hoa mzowwej,he's married,هوا مزووّج
hia mzowwja,she's married,هيا مزووّجا
"lla, mazal","No, not yet","اللا, مازال"
"lla, ba9i","No, not yet","اللا, باقي"
"ah, dyalha","Yes, it's hers.","أه, ديالها"
makanakolch ll7em,I don't eat meat,ماكاناكولش اللحم
kanakol kolchi.,I eat everything.,كاناكول كولشي.
mafiyach mayakol,I don't feel like eating,مافيياش ماياكول
mabghitch nfTr,I don't want to have breakfast,مابغيتش نفطر
lmakla bnina,The food is delicious,لماكلا بنينا
Lah ikhlef,May God replenish,الله إخلف
bla jmil,You're welcome,بلا جميل
ana 3yyan,I'm tired,أنا عيّان
ana mskhskh,I'm tired,أنا مسخسخ
ana 3yyana,I'm tired,أنا عيّانا
ana mskhskha,I'm tired,أنا مسخسخا
hada korsi,This is a chair,هادا كورسي
hadi Tbla,This is a table,هادي طبلا
hada Abdallah,This is Abdallah,هادا أبدالّاه
hadi Aicha,This is Aicha,هادي أيشا
chno hada?,What's this?,شنو هادا?
ach hada?,What's this?,أش هادا?
chkon hada?,Who is this?,شكون هادا?
chkon hadi?,Who is this?,شكون هادي?
chno hadak?,What is that?,شنو هاداك?
chno hadik?,What is that?,شنو هاديك?
chkon hadak?,Who is that?,شكون هاداك?
chkon hadik?,Who is that?,شكون هاديك?
had rrajl,this man,هاد الراجل
had lmra,this woman,هاد لمرا
had rrjal,these men,هاد الرجال
had l3yalat,these women,هاد لعيالات
bghit hadak,I want that,بغيت هاداك
bghit ndowwech,I want to take a shower,بغيت ندووّش
ana mriD,I'm sick,أنا مريض
ana mriDa,I'm sick,أنا مريضا
briti chwia?,Do you feel better?,بريتي شويا?
machi mochkil.,It's not a problem.,ماشي موشكيل.
makayn mochkil,There is no problem,ماكاين موشكيل
bchwia 3afak,Slowly please,بشويا عافاك
3awd 3afak,Repeat please,عاود عافاك
3awdi 3afak,Repeat please,عاودي عافاك
chno glti?,What did you say?,شنو ڭلتي?
fin toilet?,Where is the toilet?,فين تولت?
bghit nSbben,I want to do laundry,بغيت نصبّن
wach n3awnk?,Can I help you?,واش نعاونك?
tmnya tlktouba,Eight books,تمنيا تلكتوبا
khmsa tdrahem,Five dirhams,خمسا تدراهم
ktab wa7d,one book,كتاب واحد
bnt w7da,one girl,بنت وحدا
ch7al fssa3a?,What time is it?,شحال فسّاعا?
bghit atay,I want tea,بغيت أتاي
mmi makhddamach,My mom doesn't work,المي ماخدّاماش
lwalida makhddamach,My mom doesn't work,لواليدا ماخدّاماش
sir nichan,Go straight,سير نيشان
dour 3llimen,Turn right,دور علّيمن
zzn9a ttania,The 2nd street,الزنقا التانيا
ma3rft walo,I knew nothing,ماعرفت والو
"la, machfthomch","No, I didn't see them","لا, ماشفتهومش"
rah jrit,I ran,راه جريت
ghadi nsawlo!,I'll ask him!,غادي نساولو!
ana 3arf!,I know!,أنا عارف!
b7al halloween,Like halloween,بحال هالّووين
"Oh, wow?",Oh wow?,"أُه, ووو?"
salsa jahiza,Sauce is ready,سالسا جاهيزا
"Erm, mo7al","Erm, probably not","إرم, موحال"
lgarro tahwa?,Tobacco too?,لڭارّو تاهوا?
2000 kalma,"2,000 words",2000 كالما
chokran lik,Thank you,شوكران ليك
khlina ntnaDDmo,Let's get organising,خلينا نتناضّمو
hadchi S7i7!,that's true!,هادشي صحيح!
obTTab3 kika!,and of course a cake!,أُبطّابع كيكا!
hadchi darori!,It's essential!,هادشي داروري!
ta8rrob daribi,tax evasion,تاهرّوب داريبي
"oh, fhamt","Oh, I get it","أُه, فهامت"
machi 7san,No better,ماشي حسان
7na bi2aman!,We're saved!,حنا بيأمان!
hadchi flftour?,Was that for breakfast?,هادشي فلفتور?
glas 8na,Sit here,ڭلاس هنا
ryye7 8na,Sit here,ريّح هنا
g3od 8na,Sit here,ڭعود هنا
bllati nchouf,Let me have a look,بلّاتي نشوف
kif Sbe7ti?,how are you?,كيف صبحتي?
wach fTerti?,did you have your breakfast?,واش فطرتي?
fiyya jjou3,I am hungry,فييّا الجوع
hadchi bnin,this is delicious,هادشي بنين
hadchi mal7,it is salty,هادشي مالح
makanchrebch atay,I don't drink tea,ماكانشربش أتاي
m3ach fterTi?,when did you have your breakfast?,معاش فترطي?
m3ach tghedditi?,when did you have your lunch?,معاش تغدّيتي?
m3ach t3echiti?,when did you have your dinner?,معاش تعشيتي?
bach tghedditi?,what did you eat for lunch?,باش تغدّيتي?
bach t3echiti?,what did you eat for dinner?,باش تعشيتي?
bach fTerti?,what did you have for breakfast?,باش فطرتي?
fin mchiti?,where did you go?,فين مشيتي?
fin kat9ra?,where do you study?,فين كاتقرا?
m3ach katn3es?,when do you sleep?,معاش كاتنعس?
wach mamchitich?,Didn't you go?,واش مامشيتيش?
maf8emtekch mezian,I didn't get your words,مافهمتكش مزيان
maghanmchich m3ak,I am not going with you,ماغانمشيش معاك
lkhedma S3iba,The job is hard,لخدما صعيبا
ma9arich lyoum,I don't have class today,ماقاريش ليوم
khti ghatzewej,My sister is getting married,ختي غاتزوج
fin ghberti?,Where have you been?,فين غبرتي?
makanakolch rrouz,I don't eat rice,ماكاناكولش الروز
dayra rrijim,I am on a diet,دايرا الريجيم
3lach masafrtich?,Why didn't you travel?,علاش ماسافرتيش?
ma3endich lflous,I don't have money,ماعنديش لفلوس
ma3endich lwe9t,I don't have time,ماعنديش لوقت
mama mriDa,My mother is sick,ماما مريضا
baba mriD,My father is sick,بابا مريض
khoya mriD,My brother is sick,خويا مريض
khti mriDa,My sister is sick,ختي مريضا
jedda mriDa,My grandmother is sick,جدّا مريضا
jeddi mriD,My grandfather is sick,جدّي مريض
jeddi mat,My grandfather passed away,جدّي مات
jedda matet,My grandmother passed away,جدّا ماتت
twe77echt jedda ,I miss my grandmother,توحّشت جدّا
twe77echt jeddi,I miss my grandfather,توحّشت جدّي
hadchi S3ib,This is hard,هادشي صعيب
ana 7amla,I am pregnant,أنا حاملا
9rib ghanwled,I wil give birth soon,قريب غانولد
ma3ndich lwlad,I don't have boys,ماعنديش لولاد
ma3ndich lbnat,I don't have girls,ماعنديش لبنات
hada weldi,This is my son,هادا ولدي
hadi bnti,This is my daughter,هادي بنتي
hada khoya,This is my brother,هادا خويا
hadi khti,This is my sister,هادي ختي
hadi Sa7bti,This is my girlfriend,هادي صاحبتي
hada Sa7bi,This is my boyfriend,هادا صاحبي
fin ghatsafer?,Where are you traveling?,فين غاتسافر?
kat3jebni TTalyan,I like Italy,كاتعجبني الطاليان
lmeghrib zwin,Morocco is beautiful,لمغريب زوين
lkhoDra ghaliya,Vegetables are expensive,لخوضرا غالييا
lkhoDra rkhiSa,Vegetables are sheap,لخوضرا رخيصا
ghankhemmel ddar,I am cleaning the house,غانخمّل الدار
ghankhemmel biti,I am cleaning my room,غانخمّل بيتي
makanchoufch mezian,I don't see well,ماكانشوفش مزيان
makansme3ch mezian,I don't hear very well,ماكانسمعش مزيان
imta ghatzewwej?,When wil you get married?,إمتا غاتزوّج?
imta ghatzewwji?,When wil you get married?,إمتا غاتزوّجي?
lwe9t S3iba,Life is hard,لوقت صعيبا
fe9t bekri,i woke up early,فقت بكري
fe9t m3eTTel,I woke up late,فقت معطّل
makanfi9ch bekri,I don't wake up early,ماكانفيقش بكري
kayDerni raSi,I have a headache,كايضرني راصي
wach khefti?,did you feel scared?,واش خفتي?
kay8Der bzzerba,He speaks fast,كايهضر بزّربا
kay8Der bchchwiyya,He speaks slow,كايهضر بشّوييّا
wach ma3eyyitich?,Aren't you tired?,واش ماعيّيتيش?
kay3jebni lk7el,I like black,كايعجبني لكحل
makay3jebnich lk7el,I don't like black,ماكايعجبنيش لكحل
ma3ndich zz8er,I don't have luck,ماعنديش الزهر
3endi 7asasiyya,I am allergic to,عندي حاساسييّا
makannakolch l7out,I don't eat fish,ماكانّاكولش لحوت
makannakolch rrouz,I don't eat rice,ماكانّاكولش الروز
makanchrebch l7lib,I don't drink milk,ماكانشربش لحليب
mnin jiti?,where did you come from?,منين جيتي?
katDerni DDerSa,I have a toothache,كاتضرني الضرصا
wach 7ma9iti?,are you crazy?,واش حماقيتي?
sir f7alek,go away,سير فحالك
aji l8na,come here,أجي لهنا
khaSSek t3tader,you must apologize,خاصّك تعتادر
chno chefti?,what did you see?,شنو شفتي?
chno sme3ti?,what did you hear?,شنو سمعتي?
wach ma7chemtich?,aren't you ashamed?,واش ماحشمتيش?
mach Sou9i,it is not my business,ماش صوقي
machi Sou9ek,it is none of your business,ماشي صوقك
mazal kanfekker,I am still thinking,مازال كانفكّر
3ndi mechcha,I have a cat,عندي مشّا
3ndi 9eTTa,I have a cat,عندي قطّا
3ndi kelb,I have a dog,عندي كلب
sbeght cha3ri,I dyed my hair,سبغت شاعري
ghanSawb kika,I will bake a cake,غانصاوب كيكا
ghanched Taksi,I will take a taxi,غانشد طاكسي
ghanrkeb TTobiS,I will take a bus,غانركب الطوبيص
majach TTobiS,the bus didn't come,ماجاش الطوبيص
fin katsken?,where do you live?,فين كاتسكن?
wach ghatr7el?,are you going to move out?,واش غاترحل?
kancharji Tilifouni,I amcharging my phone,كانشارجي طيليفوني
ddeniya hanya,it's okay,الدنييا هانيا
ma3ndich lppirmi,I don't have a driving licence,ماعنديش لپّيرمي
makan3refch nSog,I don't know how to drive,ماكانعرفش نصوڭ
zwina Tomobiltk,your car is beautiful,زوينا طوموبيلتك
