eng,darija_ar,transl
"Don't worry, everything's going to be fine!","ماتقالاقش, كولشي غادي إكون بيخير!","Don't worry, everything will be fine!"
"That's what pilots do, not anyone you know!","هادشي ليكايديرو لپيلوتات, ماكاتعرف تاحد?","This is what pilots do, don't you know?"
They do years and years of studying!,كايديرو بزاف دسنين ديال لقرايا!,They have been reading a lot lately!
"Let's see, a little bit of courage.","يالاه نشوفو, شوييا ديال شاجاعا","Let's see, a little bit of courage."
I remember you telling me she wasn't so good.,كانتفكر ڭلتي لييا ماكانتش زوينا.,My sister thought of me when she wasn't feeling well.
Have a good journey home,كانتمانا ليك ريحلا زوينا لدار,We had a great trip to your house.
He needs to get used to bad weather,خاسّو يوالّف علا لجاو لخايب,They decided to focus on what they have rather than what they lost.
"Excuse me, north of Asfi.","سماح لييا, شامال ديال أسفي","Excuse me, the north of Safi."
Thanks very much for your help.,شوكران بزف علا لموعاوانا ديالك.,Thank you for the invitation to your event.
Do you remember Julian?,واش باقي عاقال علا جوليان?,Is Julian still mad at me?
"Oh, yeah, that's a good idea.","أُه, أه, هادي فيكرا مازيانا.","Oh, oh, these memories are good."
Oh wow you really do like Lina a lot!,أُه أنتا كاتعجبك لينا بزاف!,"Oh, you really like us a lot!"
That's not a very Christian idea!,هادي ماشي فيكرا ماسيحيا بزّاف!,This is not just a simple thought!
She's been so weird since she's on the thesis.,كانت فشكال مالي كانت فلأتروحا.,"She was in a financial crisis, she couldn't go out."
"No, he asked for it again.","لا, راه تلابها مرا خرا.","No, he's just messing around."
That would be very nice of you.,غادي إكون هادشي لوطف منّك.,This will be a kind gesture from you.
You finally split up with your friend?,واش فلخر تفاراقتي معا ساحباك?,Did you break up with your boyfriend?
"Maybe a little worried, too?",إمكان حتا أنا مقالقا شوييا?,Can I also have a little bit of it?
Why do you think I did this?,علاش كادن بلي درت هادشي?,Why are you acting like you didn't do this?
what I was looking for in life?,علاش كنت كانقلاب ف لحايات?,Why were you a rebel in life?
Or even think of nothing,أُلا حتا أناك ماتفاكار فتاحاجا,"Even you, don't you think about it sometimes?"
"All those French things, always being noticed.","ڭاع داكشي لفارانسي, كايتلاحد ديما.","That's so fancy, everyone is always talking about it."
Yes I was pulling your leg.,أه كنت كانجار ليك راجليك.,"Oh, I was just looking out for you, man."
Then I promise to leave you alone,إدان كانواعداك غادي نخليك بوهداك,"If they promise you, I will leave you with them."
They don't call you Einstein for that,ماكايعايتوش ليك إينستين علا داكشي,Einstein wouldn't even understand that.
No they don't call you Einstein at all.,لا ماكايعايتوش عليك إينستين ڭاع.,"No, he doesn't underestimate you at all."
Oh that would be lovely.,أُه هادشي غادي إكون غزال.,"Oh, this is going to be awesome."
I would like to make it fancy dress too.,بغيتها بحال شي كسوا زويونا.,I want it like a piece of jewelry.
"Of course, you'll be the best James ever!","فيعلان, غاتكون أحسّان جامس ڭاع!","In the ad, it will be the best James Bond ever!"
"Well, how about the drinks, what do you suggest?","واخا,و لمشروبات, أش نديرو فيهوم?","And what about drinks, what should we do with them?"
Not even a trip into town?,حتا شي ريحلا ل مدينا?,Is there even a trip to the city?
But we relax the rest of the year.,والاكين حنا مرتاحين لعام كامل.,But we are comfortable for a whole year.
I really want to get out a bit.,أنا بسّاح بغيت نخروج شوييا.,I'm just going out for a bit.
And what would I look like?,أُ كيفاش غادي نوالي نبان,"Oh, how am I going to find my way?"
We always do what you want to do.,حنا ديما كانديرو داكشي ليكاتبغي,We always do what he wants.
I'll also have the cake,غادي نضبّر علا حالوا تاهيا,"I will take care of myself, don't worry."
Why don't you bring a bottle as well,علاش ماتجيبش قارعا حتّا هيا,Why don't you bring up the issue with her?
Your comment was a bit odd.,ل إرتيباط ديالك كان فشكل.,Your outfit was on point.
It wasn't offensive but realistic,ماكانش هوجومي والاكين كان معقول,"It wasn't an attack, otherwise it would have been reasonable."
I'm just irritable tonight,أنا غي عاسابي هاد ليلا,I'm going out with my friends tonight.
You can put your coat on the hook over there.,إمكانك تحات لمونتو فلعلاق تما.,You can invite Monto to the party.
"Well, we could try to figure it out together!","واخا, مومكين نحاولو ناعرفوه بجوجنا!","And even if we try, we can't figure him out!"
I'm trying to figure out what's on my mind.,كانحول نعرف شنو كايدور فراسّي.,I'm trying to figure out what's going on around me.
Maybe it's an older thing.,مومكين هووا شي حاجا قاديما.,There's no way something good is coming.
He's cooking eggs on the plate.,راه كايطاياب لبايد علا طاباق.,He's looking for his keys on the table.
Are there chickens there too?,واش كاين دجاج تماك تاهوا?,Is there any chicken left for dinner?
This could be very interesting.,هادشي مومكين إكون موتير ليلإهتيمام.,This can be a source of late-night interest.
Perhaps you could draw your dreams.,إمكن مومكين ترسم لأحلام ديالك.,Maybe it's not possible to achieve your dreams.
Is there an emergency button?,واش كاين بوطون ديال تاواريء?,Is there a shortage of toilet paper?
We need to work out what to do.,خاسنا نعرفو أشنو غادي نديرو.,We need to know what we're going to do next.
Have you got your phone with you?,واش هازّ معاك تيليفون ديالك?,Do you have your phone with you?
There's the big red button!,كاين تما لبوتون لحمار لكبير!,There is a big donkey in the yard!
He used to sing all the time.,كان كايغني فڭاع ل أوقات.,He used to sing in weddings sometimes.
"Hello Sami, how are you today?","أهلان صامي, أش كاتعاود ليوم?","Hello, how are you doing today?"
How is your arthritis?,كيف ولّا إلتيهاب لمافاسيل ليعندك?,How about I borrow the charger you have?
"Yes, we're all no chickens anymore","أه, مابقيناش دجاجات من بعد","Oh, we're not chickens anymore."
I haven't heard about the plans for the match?!,ماسماعتش علا لخوتا ديال لماتش?!,Haven't you heard about the results of the match?!
But it's been lovely to see you!,والاكين كان زوين أناني نشوفك!,But it would have been nice to see you!
It was good to see you too!,مزيانا أناني نشوفاك حتا أنا!,"Great, I'm selfish, I want to see you too!"
We'd have to get out of the forest quickly.,أيخاسنا نخرجو من لغابا بزربا.,We should go out for a walk in the countryside.
Or a megaphone that could help us?,أُلا باف اللي إقدار إعاونا?,Isn't it up to those who can help us?
I didn't think to take my megaphone.,مافكّرتش ناخود ل باف ديالي.,I didn't think about taking my jacket.
Do you have your phone with you?,واش هاز معاك تيليفون ديالك?,Do you have your phone with you?
I'm not taking this the wrong way,أنا ماكانمشيش فهاد تريق لغالتا,I didn't go to that party at all.
I think you're very aggressive.,كانضن بلي نتا عودواني بزاف.,I think you're exaggerating a lot.
Perhaps we could get a drink together?,إمكن ناخدو شي ماشروب بجوج?,Can we get a drink together?
"More money, don't you think?","بزاف ديال لفلوس, واش ماكادانش","A lot of money, isn't it?"
I have very little leverage,عاندي غير شوييا ديال نوفود,I only have a little bit of information
Otherwise you'll have to use the stairs,ولا غادي يخاساك تخدام دروج,Or he will make you use tricks
I have many lazy employees,عاندي بزاف ديال مووادافين معڭازا,I have a lot of responsibilities at work.
And a lot of conservatives,أُ بزاف ديال لماوادّ لحافيضا,I have a lot of homework to do.
Are we allowed to fish here?,واش مومكين لينا نصايدو هنا,Is it possible for us to stay here?
they are better able to dominate the others,هوما كايسيطرو كتر علا لاخرين,They are more controlling than others.
We throw them all that's left?,كانرميو ليهوم ڭاع داكشي ليبقا,They don't care about that at all.
We might as well have gone to our pool.,كان مومكين نمشيو لماسباح ديالنا.,We couldn't go to our swimming pool.
How about the beach?,أش بان ليك ف لبحار?,What do you see in the sea?
What do you usually do on holiday?,أش كادير عاداتان ف لعوتلا?,What are you two doing in the hallway?
I just don't like staying still,أنا غير ماكانبغيش نبقا زاڭي,I just didn't want to be rude.
Will you get us some drinks?,غادي تجيب لينا شي مشروبات?,Are you going to get us some drinks?
Peas and green vegetables are better for them,جلبانا أُ لخودرا مازيانين ليهوم,They brought us some delicious food.
There are signs up saying not to give them bread,كاينين بلاكات كايڭولو مانعتيوهومش لخوبز,There are some people who keep talking without making any sense.
Watching the ducks is very soothing,تفراج ف لباط موريح بزاف,Relaxing in the countryside is very refreshing.
"Well, I'm not giving any more bread",مابقيتش غادي ناعتي لخوبز باقي,I won't tolerate disrespect anymore.
I'm writing a book about cats at the moment,كانكتاب كتاب علا لمشاش حاليان,Writing a book about current events.
"I have to go, but where do you play?","خاسني نمشي, والاكين فين كاتلعاب?","Let me go, where are you going to play?"
What was the last thing you remember?,أشناهييا أخير حاجا عاقل عليها,"Finally, something reasonable happened."
"when I turned around, I didn't recognize anything","منين ضارت, ماعرافت حتا حاجا",She didn't even know where it hurt.
Nobody tells me what to do,حتا واحد ماكايڭولييا أش ندير,Not even one is telling me what to do
"Well, I'll give you that ingredient","واخا, غادي ناعتيك داك لموكاوين","Okay, I'm going to call that guy from Casablanca."
I'm not sure I understand what you mean,ماكانضنش أناني فهامت أشنو كاتقسد,I didn't think he was selfish until I realized what he was hiding.
A grilled cheese made in Vosges.,فرماج مشوي مصنوع ف ڤوسڭس.,Grilled cheese made in Vermont.
And does it have hallucinogenic effects then?,أُ واش عاندها أتار هالواسا?,What did he do to deserve this hassle?
"Yes, that's exactly what it is!","أياه, داكشي بدابت اللي كاين!","Wow, that's the real deal!"
This morning it's gonna be intense!,هاد صباح غادي إكون صعيب!,This morning is going to be tough!
You mean how many guests?,كاتقصد شحال لعداد ديال ضيافين?,How many guests are you referring to?
I think they'll be a hundred and twenty.,كانضنّ غادي إكونو ميّا أُعشرين.,I think they are going to be late.
Can we substitute it with duck?,واش مومكين نبدلوها بل باط?,Is it possible to exchange it with something else?
"We can actually try to replace it with duck magret, I guess",كانضن مومكين نبدّلوه بماڭرت تلبطّ,I don't think we can replace it with something better.
I'm trying to do my best.,كانحول نادير اللي ف جهدي.,I'm trying to reach Nadeer who is in my neighborhood.
I wonder what could have happened,كانتسأل شنو كان مومكيّن يوقاع,She was asking what was impossible to happen
You call the bride and groom?,عايات علا لعروسا أُ لعريس?,"Who is more excited, the bride or the groom?"
A trip to the beach it is!,"ريحلا لشاتيء, هيا اللي فيها!","Go to the beach, that's where it's at!"
So eventually I arrived late for work,داكشي باش وسالت معطّالا لخدما,That's in case you asked for a refund for the service.
Does that make sense?,واش هادشي عاندو شي ماعنا?,Is this something we have to deal with?
"Anyway, how was your day?","علا كول حال, كيداز نهارك?","Everything's good, how's your day going?"
I don't understand what happened to you.,أنا مافهامتش أش وقاع ليك,I don't understand what's going on with you.
"No, the car is at the garage being mended","لا, توموبيل كاينا فلڭاراج كاتسلاح","No, the car in the garage is being repaired."
That's still the main problem,مازال هادي هيا لموككيلا راإسيا,She is still the one in charge.
"No, we have tickets darling","لا, عندنا تاداكير يا حبيبا","No, we have each other, my love."
Which play will be played?,أش من ماسراحييا غادي تلعاب?,What kind of movies are you going to watch?
"Thank you, that's great advice!","شوكان ليك, هادي ناصيحا عاضيما!","Lucky you, this is a great advice!"
"Seriously, you're right about the musicians.","بساح, عنداك صاح ف لموسيقييين.","In the square, you have a voice for musicians."
I have a friend who's in a music group,عندي ساحبي فجوق تل موسيقا,I have a friend who is into music production.
I'm going to ask him to come out and play a little!,دابا نطلبو إجي يعزاف شوييا!,Now we ask him to come a little earlier!
"Nah, should be alright.","لا, غايدوز كولشي هوا هاداك.","No, he will pass through everything like that."
"Excuse me, are you all right?","صمحي ليا, واش نتي بخير?","Excuse me, are you okay?"
The person next to me was sick,داك لي حدايا كان مريض,That's the one who was sick.
"Oh, no, I'm fine, thank you","أُه, لا, أنا بيخير, شوكران","Oh, no, I'm good, thank you."
You look more green than pale.,كاتبان خدار كتار من شاحيب.,They are writing a lot of nonsense.
But maybe it's the lighting in here.,والاكين إمكان إكون الضو هنايا.,But there might be a problem here.
I'm also afraid of flight.,حتا أنا كانخاف مان طاياران.,Even I was afraid of not taking off.
"Now we've taken off, I'm going to get off.","دابا راه قلّعنا, غادي النوض.","Now that we've rested, we're going to get up."
I suggest to think together on the menu.,كانقتارح نفكّرو معا باعدياتنا فلقاإما.,I suggest we think together about our future in the long term.
I understand there was a movie star,فهمت كان تمّا ناجم سينيماإ,I understood that it was a great movie
Which movie star is coming?,إنا ناجم سينيماإ لي جاي?,Can I watch the movie that's coming?
And I don't think he's a vegetarian.,أُ ماكانضنّش بلي راه ناباتي.,I didn't think he was serious.
We could schedule a meeting.,إمكان لينا نبلانيو شي جتيماع.,We might organize a meeting.
I think it can make a nice entrance.,كانڭول إقدار تكون داخلا زوينا!,Sometimes fate can be really good!
I like lemon pie.,أنا كاتعجبني فاطيرا ديال لحاماد.,I like the pastries from Lahamad.
Perhaps with Chantilly cream?,إمكان معا كرام ديال شانتيلّي?,Do you have any Chantilly cream?
"I watch that show, too!",كانتفاراج فهاد لبرناماج حتا أنا!,I also benefit from this program!
Good to see you too!,حتا أنا فراحت ملي شفتاك!,Even I was relieved when I saw you!
Sorry I haven't visited him in so long.,سمحلييا شحال هادي مامشيت عندو.,"Excuse me, how much is this one?"
I've just come back from my holiday,يالاه رجاعت من لعوتلا ديالي,"Oh God, I just got back from my trip."
"Sea-fishing, boat walks...?","صايد فلبحار, دورات ب لفلوكا...?","Fishing in the sea, looking for a fluke...?"
And where are you going to live now?,أُ فين غادي تعيش دابا?,Where are you going to live now?
For now I am living with my brother,أنا دابا كانعيش معا خويا,I'm currently living with my friend.
So He would also love to move there,إدان هوا غايبغي إنتاقل لتما,He said he's going to move out soon.
It was lovely seeing you again,ساعا ساعيدا شفناك مرّا خرا,"Every time we see you, you act like a jerk."
"Hey, I had a terrible day at the office.","أهلان, دوازت نهار خياب فلخدما.","Hello, I spent the whole day at work."
Do you know any good sorcerers?,واش كاتعراف شي سحارا مزيانين?,Do you know any good magicians?
Where will I get a billion euros?,منين غادي نجيب ماليار إوروس?,Where will we get a million euros from?
So Ali how are you settling in at the company?,ألي كيفاش راك كاتولّف فشاريكا?,How come you're always talking in your sleep?
It's a great opportunity for me.,هادي فورصا زوينا بنسبا ليا.,This opportunity looks good to me.
"But, I don't think it's working right now.","والاكين, مكانضنش واش خدام دابا.","As for them, I'm not sure if they're working now."
Let's stamp our feet and shout loudly.,خليونا نخاتمو راجلينا أُنغوتو بجاهد.,Let's finish our work so we can relax.
"This afternoon, who do you have an appointment with?","هاد لعشييا, معامن عانداك ماوعيد?","This thing, do you have any idea what it is?"
"And yourself, what department do you work for?",أُنتا أشمن قيسم فاش خدام?,Which department do you work in?
"I hope so, it is getting worse","كانتمانا, لقاضيا غاديا أُ كاتحماض","We were, the judge is going to decide."
My parents just thought I had gone off in a strop,واليديا كايسحاب ليهوم مشيت زعفان,"And Lydia is getting on their nerves, so they left angry."
What else could you ask for?,أشنو باقي غادي تساولي عليه,What else are you going to ask me about?
"Exactly, the boardwalk's good for the digestion!","بضابت, لمشي مزيان باش تهضم!","Slow down, walk well to digest!"
Why are you so keen to go for a walk?,علاش نتا حاريص باش تمشا,Why are you in a hurry to leave?
there's a little forest road right next to it,كاينا طريق ف لغابا حداه,There is a path in the forest somewhere
But I quite like being here thanks.,"والاكين كانبغي نكون هنا, شوكران.","But I wanted us to be here, thank you."
I read that it's bad for the you,قريت بيلا راه خايبا عليك,I read her eyes are disappointed in you.
Did he give you any messages for me?,واش عتاك شي مسّاجات لييا?,Did you get any messages for me?
I really look forward to his visits,أنا بسّاه كانتسانا زييارا ديالو,I just remembered his visit.
I'm surprised you know the caipirinha,أنا مصدوم حيت كاتعراف كايپيرينها,I'm shocked because she knows how to handle it.
This is not very common in Europe,هادشي مامعروفش بزاف ف أُروپا,This is not well known in Europe.
I've worked in a lot of different places,خدامت ف بزاف ديال لبلايص,I have worked in many places
Which country did you enjoy the most?,أشمن داولا فاش ستامتاعتي كتر?,Which sport do you enjoy the most?
Are you interested in mineralogy?,واش نتا مهتام بعيلم لماعادين?,Are you interested in learning languages anymore?
"But, tell me about your day.",والاكين عاود لييا علا نهارك,And he keeps coming back to me every day.
Have you managed to calm down for lunch?,واش قدارتي تهدّء فوقيتّ لغدا?,Can you calm down for tomorrow?
I had a bowl of chirashi!,كانت عندي زلافا ديال شيراسهي!,I had a bunch of cherries!
It's a bit heavy to wear,هادشي تقيل شوييا باش تلبسو,This is a bit heavy to wear.
You know that takes time,نتا عارف هادشي كاياخد واقت,You know this takes time
do you want me to pick up anything?,بغيتي نجيب ليك شي حاجا?,Do you want me to get you something?
and he talks about Lyoussfi at some length,أُ كايهدار علا ليوسّفي مازيان,He is doing well in his studies.
Every teacher specializes in a discipline,كول موعاليم كايتخاصّاص ف مادّا,Eating habits are specific to each individual.
but it does not feel very relevant to the present,والاكين ماكايبانش عندو صيلا بلحاضير,But he doesn't seem to have a clue about what's going on.
What are the subjects that seem useful to you?,أشنو لماودوعات ليكاتبان ليك موفيدا?,What do you feel when you receive motivating messages?
And making sure that we look after it,أُ نتأكاد بيلا كانحافضو عليها,She's a treasure that they're holding onto
Are you planning to study in this field?,واش كاتخاطاط تاقرا فهاد لماجال?,Are you planning to read in this field?
Why is producing cars is very polluting?,علاش إنتاج توموبيلات مولاويت بزاف?,Why is the production of Moroccan cars so low?
It is vital that we maintain good hygiene,راه داروري نحافدو علا نادافا,We must focus on cleanliness.
What shall we do with the bream?,أش خاسنا نديرو بل برام,What should we do about the situation?
along with some fresh vegetables,معا شوييا ديال لخوضرا جديدا,"With a little bit of luck, a new adventure awaits."
"Oh, yeah, that's a great idea!","أه, كاينا, هادي فيكرا زوينا","Oh, there you go, these are good thoughts."
I don't want anyone to disturb me,مابغيت تا واحد إ درانڭيني,I don't want anyone to bother me.
What is this exciting book you're reading?,أشناهووا هاد لكتاب لاوعر ليكاتقرا?,What's this book that you're reading?
The main character is a genealogist,شاخسييا راإسييا هييا عاليم أنساب,Shakhsiyya ra'issiyya hiya 'aliima ansab
why is a science fiction book better?,علاش كتاب لخايال لعيلمي حسان?,Why is the book for the Khayal family of Alami Hassan?
My book is partly based on facts,كتابي كايعتامد جوزإيان علا حاقاإق,My book relies heavily on Ian's expertise.
what she did when she disappeared,شنو لي دارت منين غبرات,What did she do after she left?
some people thought that she had committed suicide,بعض الناس سحاب ليهوم نتاحرات,Some people have clouds over their heads.
Then we'll go to lunch.,من باعد غادي نمشيو نتغدّاو,"Once it's late, we'll go and have dinner."
They really like eating frozen peas,كايبغيو نيت ياكلو جلبانا مجامدا,They want to eat grilled chicken.
"I think it's called Tagine, but I'm not sure",إمكن كايتساما تاڭين والاكين مامتأكادش,"Maybe they're arguing, but I'm not sure."
i's is quite bitter but very refreshing,هييا مورا شويا والاكين مونعيشا,Let's wait a bit and see what happens
Could you pour me a pint?,تاقدار تكوب لييا شي كوييّس?,"Can you pour me some tea, please?"
What do you have to eat?,شنو كاين عندك ف لماكلا?,What do you have in the fridge?
"remember, drink responsibly.","ردّ لبال, شرب أُ قيّس","Answer politely, drink a glass"
a selection of 30 miniature burgers,ماجموعا سيال 30 بورڭر صغار,They didn't have a total of 30 small burgers.
But I don't like onions,والاكين أنا ماعنديش معا لباصلا,"But me, I don't have any problem with it."
Do you have a burger without onions?,واش عانداك بورڭر بلا بصلا?,Do you have a burger without onions?
"Put on a lot of cheese, especially!","ديري بزاف ديال لفارماج, بلخوصوس!","Take a lot of Parmesan cheese, especially!"
he looks clean and new,كايبان لييا نقي أُ جديد,It seems to me like something new
Would you like me to take my shoes off?,واش بغيتي مني نحاياد سباط?,Do you want me to wash the dishes?
Please just make yourself at home,عافاك دير راسّك بحالا فداركوم,Please make yourself at home.
"I don't belong anywhere, you know.","مابقيت مرتاح فتّا قنت,راك عارف","You're not comfortable anymore, are you?"
They always look at me with a strange look,ديما كايشوفو فييا شوفا غاريبا,They always look at me strangely.
That's why I feel like I'm watching,داكشي علاش كانحاس بحالا كانتفاراج,That's why I felt like I was floating
I'm having a hard time understanding the odds,كانلقا صوعوبا باش نفهام لإحتيمالات,It was difficult for me to understand the probabilities.
he can sometimes come across as a bit intimidating,كايبان شي مرات كايخلاع شوييا,Sometimes it seems like he's getting a little distant.
I know you're an English teacher,فراسي نتا أُستاد تل أنڭلايس,"In my opinion, you are a master of English."
And never be too scared to talk out about it,أُ عمّرك تخاف تدوي عليها,You should never be afraid to stand up for her.
How long has it been going on?,شحال تلوقت أُ هادشي كايوقاع,How often does this happen?
I hope he can rot in jail for the rest of his life,كانتمانا إتجيّف فلحابس حياتو كاملها,We were both trapped in the cycle of his entire life.
"So Douaa, how are you today?","إوا أ ضوا, كيدايرا ليوما","Oh wow, they're doing it today"
Three is it now or am I miscounting!,تلاتا دابا ولا غلاط فلحساب!,"Three now, or a mistake in the account!"
"the last one, Chihab's daughter","أخير وحدا فيهوم, بنت شيهاب","Finally, there is one of them, a girl named Shihab."
but Jmiaa has been such a lovely daughter,والاكين جمياا كانت بانت غزالا,And the girls all looked like gazelles.
I'm guessing her child is just as beautiful as she is,كانڭول ولدها غايكون زوين بحالها,She said her son will be handsome like her.
I don't have any pictures with me,ماهازّ معايا التا تصويرا دابا,He doesn't have the camera with me right now.
but I don't know what to do with it!,والاكين ماعرافتش أش ندير بيها,But I don't know what to do with it
The staff seems very caring,بانو لييا لمووادافين كايطهلّاو بزاف,They seem to be exaggerating with me a lot
"Well, if you say so, I'll hold on!","إوا ملّي ڭلتيها, غادي نتسانا","Now that you've mentioned it, I will forget about it."
I can't stand you anymore,ماقدارتش نتحمّلاك كتر من هادشي,I can't handle more than this.
how long have you been feeling like this?,شحال هادا أُنتا كاتحاس هاكّا?,How much are you feeling like this?
You remember that beautiful scene,عقلتي علا ديك اللقطا الراإعا,My mind is focused on that amazing scene.
I have no idea what you're talking about,ماعندي تا فيكرا علاياش كادّوي,I don't have time to think about why they're mad.
"But, i'm going to go with you on this one",والاكين غادي نمشي معاك فهادي,And the others are going to walk with you in this.
i never liked french movies anyway,أصلان ماعمرهوم عجبوني لأفلام لفارانكيا,"Actually, I've never liked French movies."
they're so introspective and boring,فيهوم لإستيبطان أُ موميلّين بزاف,They are trying to imitate us a lot.
"You're primitive, stupid, unable to grow up","نتا قديم, أُغابي, أُمكاتقدارش تكبار","You're old, stubborn, your mom can't make you grow up."
well look at you,أودّي شوف هي راسك كيداير,I want to see how you're doing.
that's because they feel pity for you,راه حيت هوما كايحنّو فيك,Because they are jealous of you.
It could depend a bit on the weather,إمكان إعتاماد شويا علا لجاو,It might depend a bit on the situation.
Have you been drinking already?,واش نتا بديتي بعدا كاتشراب?,Have you started smoking recently?
There are a few sailors coming along,كاين شوييا ديال لباحارا كايجيو,There are a few clouds coming.
Do you think we're gonna need a book?,واش كادان غادي نحتاجو كتاب?,Do we need a book for that?
Beer is a must for sailors,لبيرّا حاجة داروريا بنسبا لبحّارا,Going out to sea is a necessity for fishermen.
We don't want to upset them and cause a mutiny,مابغيناش نقالقوهوم ويديرو لينا تامارود,We don't want to bother them and have them do us a favor.
I love sailors too,أنا كايعاجبوني لباحارا حتا هوما,"I really like them, even though they're a bit strange."
I prefer parrots with tattoos,أنا كنفادال باباغاء ب لواشم,I enjoy getting tattoos.
"Are you okay, honey?",واش نتا بيخير أ حابيبي?,"Are you doing well, my dear?"
"Are you okay, honey?",واش نتي كاڤا أ حبيبا?,"Are you okay, my love?"
You don't look like you're in a good mood,نتا ماكاتبانش ليا راشقا ليك,"You didn't write to me, I miss you."
"Somebody came to rescue me, thankfully","جا واهد عتقني, لحوسن لحاضّ","He came alone, look for him carefully."
Would a little massage do you good?,واش شويا تل ماسّاڭ غايعاونك?,Will a little bit of honey help you?
Okay for a massage and a rum,واخا ل ماسّاڭ أُ روم,"Even if it's difficult, I'll manage"
After he'd finished flapping his arms around,من باعد ماكمّل إحريك فيدّيه,"Since he left, he hasn't made any progress."
he did say something not particularly nice,ڭال شي حاجة مازويناش بزاف,This thing is not going well at all.
Isn't that a bit weird?,واش هادشي ماشي غاريب شوييا?,Is this not a bit strange?
Isn't that a bit weird?,واش هادشي ماشي فشكل شوييا?,Is this not a bit suspicious?
Maybe that's why Aicha doesn't like me,إمكان هادشي علاش أيشا مكاتحملنيش,Maybe that's why I can't stand it.
Why do you think she doesn't love you?,علاش كادان بلي هيا ماكاتبغيكش?,Why is he upset that she doesn't want you?
Aren't you a little paranoid?,واش نتا ماشي كاتشكّ بزاف?,Are you not feeling well?
Let me try a tagine this time,خلّيني نجرّب تاڭين هاد لمرّا,Let me try this once
I suggest you take a break from alcohol,كانقتارح تاخاد ستيراحا من لكوحول,I suggest you take a break from alcohol.
Discriminating against alcoholics!,تامييز ضدّ مودمينين ديال لكوحول!,Discrimination against non-drinkers!
"I'm not drunk, I'm still standing!","أنا ماسكرانش, أنا باقي واقاف!","I'm not giving up, I'm still standing!"
That will be my last word,هادي أتكون أخير كلما عندي,This is the last time I have it.
They'll be glad to serve me,غادي إكونو فرحانين أنّاهوم إسربيونّي,They will be happy when they see me succeed
"So, how has your week been?","إوا, كيف كان لأسبوع ديالك?","Hey, how was your week?"
I feel like the staff aren't too many of them,كانحاس بلي لخدّاما ماكاينينش بزاف,I feel like the workers are not very efficient.
It's a situation which is counter productive,هووا ماوقيف عندو ناتاإج عاكسيا,He doesn't care about negative opinions.
Hopefully your boss will be able to appreciate that,كانءملو لمودير ديالك إقدّر داكشي,Tell your boss I appreciate that.
Would you be happy with that?,واش غادي تكون ساعيد بهادشي?,Are you going to be happy with this?
he's on edge right now,هووا تالع ليد دمّ دابا,He's holding his temper now.
Last time he didn't greet me very well,أخير مرا ماراحابش بيا مازيان,"He finally came to me, but he didn't treat me well."
We should do group therapy,أيخاسان نديرو عيلاج نفسي جاماعي,They are seeking social psychological treatment.
It sounds rather suspicious to me,كايبان ليا هادشي فيه إنّا,It seems to me that there is something going on
"Don't worry, I wouldn't taste it myself","ماتخافش, مغاديش ندوقو أنا براسي","Don't worry, I'll handle it myself."
"Thank you for your help, Doctor","شوكران علا لموساعادا ديالك, دوكتور","Thank you for your help, doctor."
"After all, ducks eat every day!","أصلان, لباطّ كاياكل كول نهار!","Seriously, that guy eats all day!"
Are you new to the neighborhood?,واش نتا جديد فهاد لحاي?,Are you new to this neighborhood?
How did Alan Turing find the park?,كيفاش لقا ألان طورينڭ الجاردا?,How did Alan find out about the Garda's secret?
I'm as well as can be expected,أنا مازيان كيما إمكان توقّعو,I'm not doing well as you might expect.
How are you and the children?,كيف راك نتا أُ دراري,How are you doing?
Don't you ever perform with musicians?,واش ماعمّرك لعبتي معا لموغانييين?,Have you ever played with Moroccans before?
Terrible songs and my terrible singing,أغاني كاريتيا أُلغنا ديالي لكاريتي,I sing my songs for my beloved.
Is it so bad the songs?,واش لأغاني كانو خيبين بزاف?,Were the songs very disappointing?
I think I heard the bell for the evening meal,كانضان سماعت لجاراس ديال لعشا,We heard the neighbors having dinner.
Thank you so much for coming to see me,شوكران بزاف حيت جيتي تشوفني,Thank you very much for coming to see me.
Thank you so much for coming to see me,شوكران بزاف حيت جيتو تشوفوني,Thank you very much for coming to see me.
These unfortunate ducks are very thin,هاد لباطّ لمنحوس رقيق بزاف,This fabric is very delicate and soft.
They've started to build their nests,راه بداو تايبنيو لعاش ديالهوم,They started building their own house.
I also like to walk around and listen to birds,كانبغي التا ندور أُنسماع لطيور,I wanted to go listen to the birds.
What rare species are you looking for?,أشنهوما لأنواع الناديرا ليكاتقلاب عليها?,What are the different types of exercises that you can do on them?
There's some amazing birds in Brazil,كاينين شي طيور واعرا فلبرازيل,There are some exotic birds in Brazil.
It's a country I know very little about,هيا داولا ماكانعرافش عليها بزاف,She was acting like we didn't know much about her.
Chile too is a beautiful country,شيل حتا هيا بلاد زوينا,Take her to the beautiful countryside.
I have heard that meat is not the best for them,سماعت بلي لحم مامزياناش ليهوم,Heard that the meat wasn't good for them.
It doesn't float carrots?,واش خيزو ماكايبقاش فوق لما?,Does the food stay on top of the stove or not?
"If we reach out, maybe they'll come for lunch.",إلا تواسلنا إقدار إجيو إتغدّاو.,"Unless we rely on fate, things will turn out fine."
"At worst, they'll go down","ف أسواء لأحوال, غادي إهبطو","In the worst case scenario, they will land."
