eng,darija_ar,transl
I heard that the bread was bad for the ducks,سماعت بيلا لخوبز كان خايب لباطّ,The headphones without a doubt were broken.
"It's stupid, it's too fat and too salty.","مكالاخ, غليد بزاف أُ مالح بزاف","Maklaakh, it's too spicy and too salty."
"Here, the little ducklings are coming!",هنا لفراخ ديال لباط سغيرا جايّين!,Here come the little ducklings!
at the moment they seem to digest the bread perfectly,دابا كايبان لييا كايهضمو لخوبز مزيان,Now it seems to me that they are digesting the food well.
There are fishermen wading in the river as well,كاينين صيادا خرين ف لواد تاهوا,There are other hunters in the forest too.
but they need to watch out for the turtles,والاكين خاسهوم يرادو لبال من لفكارن,And those who are absent-minded want to escape from their thoughts.
And I put them on their feet each time,أُ كانحاتهوم علا رجليهوم كول مرّا,They walk on their feet every time.
That's for the day of the party!,هادا علا قبال نهار ديال لحافلا,This is in front of a field of corn.
"Honestly, I'd rather stay with my mother in peace","صاراحا, كنفضّل نبقا معا لواليدا مرتاح","Today, I prefer to stay with my parents comfortably."
I've already done a couple of hundred laps today,راه دارت لميأت ديال دورات ليوما,She attended hundreds of workshops today.
If I do any more I'm going to start going really barmy.,"إلا دارت كتار, غادي نبدا نبووّق","If things get complicated, we will start panicking."
And I keep bumping into people swimming slowly,أُ كانبقا ندراب فناس كايعومو بشوييا,I used to go for a walk with people who go out a little every day.
A little drink by the bar perhaps?,شوييا ديال شراب حدا لبار إمكان,A little bit of drink at the bar maybe.
I'm pretty sure they have just about everything here,أنا ماتأكاد عندهوم كولشي تاقريبان هنا,I hardly have everything I need here.
Although I do hear bread isn't very good for ducks,واخا كانسماع بيلا لخوبز مازوينش لباط,"Even if I don't listen to music, I still feel good."
I come here often to read,كانجي هنا مرا مرا باش نقرا,I came here just to study.
"Yes, I love all kinds of animals too","أه, كانبغي ڭاع لحاياوانات تا أنا","Oh, I want to buy some souvenirs for myself."
What instruments do you play?,علا أشمن ألات ديال موسيقا كاتعزاف?,On how many musical instruments does she play?
"Don't worry, I've ended up here too","ماتخافش, حتا أنا لقيت راسي هنا","Don't worry, even I found myself here."
I might even have some ingredients you could add,ياقدر يكون عندي شي موكاوينات ليتزيدهوم,I might have some guests coming over.
Is that why it's so popular?,واش هادشي علاش هييا ماشهورا بزاف?,Is this why she is very famous?
"Yes, it'll be for the cocktail.","أياه, غادي إكون علا حساب لكوكتل.","Yes, it will be on the cocktail's tab."
"Oh, don't worry, it's not your fault!","أُه, ماشي موشكيل, ماشي لغالت ديالك!","Oh, it's not a big deal, it's not the end of the world!"
"I'm afraid of blood, I'm going to faint","أنا خايف من دام, غادي ناسخاف","I'm afraid of the dark, we will be scared."
I understand you were late for work,فهامت بيلا كنتي معطّل علا لخدما,I didn't understand that you were not working on the task.
I had to go to work by train,كان خاسني نمشي لخادما ف تران,He asked me to go to the store.
I'm glad you had a good day,أنا فارحان حيت دوزتي نهار زوين,I'm happy because you had a good day.
Your boss invites you to the theater?,لمودير ديالك هوا ليعراد عليك لماسراح?,Is your boss the one who wants to see you before leaving?
So that's your alcohol sorted.,إدان هادا هوا شراب ديالك مرتّب.,"Wow, this weather is really nice."
What do you think about the entertainment idea?,أش بان ليك فلفيكرا ديال ناشاط?,What activities do you have in your schedule?
"They play the accordion, the banjo, the drum and the recorder!","كايدربو أككورديون, بانجو, طبال أُ لموساجيل!","They play accordion, banjo, and drums at the music festival!"
Do you think it might spoil the evening?,واش كايبالّيك بلّي إقدّ إريّب لعشييا?,Do you want me to prepare something for dinner?
I'm on an aeroplane and I am very scared.,أنا فطيّارا أُ أنا خايفا بزاف.,"I am flying, I am very scared."
Did you have a bad experience?,واش كانت عنداك شي تجريبا خايبا?,Did you have any failed experiments?
"I have a rather pale complexion, that's all.","عندي باشرا شوييا سافرا, هادشي ليكاين.","I have to travel a little bit soon, that's what's happening."
"Don't worry, everything's going to be fine.","ماتخافيش, كولشي غادي إكون هوا هاداك.","Don't worry, everything will be fine."
If I have any more alcohol I may be sick on you.,إلا زتّ شرابت نقدار نرضّ عليك.,"If you want to drink tea, we can go to your place."
"Oh, God, they only have Jack Daniels.","أُه, ياربّي, عندهوم غير جاكك ضانيلس.","Oh my God, they only have jackets."
I hear he's very nice.,سماعت بلي راه هوا درايف بزاف.,I heard that he is a very good driver.
Then marinate in lemon juice.,أُمان بعد ديرو معا عاسير لحامض.,They are still together in Aasir Lahamid.
"It's a good idea, original, which will probably enjoy our living.","فيكرا مزيانا, أصليا, غادي نتستامتاعو بيها.","In Ifrane, it's beautiful, peaceful, we're going to enjoy it."
Maybe we could make a lemon pie?,إمكان لينا نديرو فاطيرا ديال لحماض?,Can we make lemon pies?
I'm glad you like my ideas.,أنا فارحان حيت عاجبوك لأفكار ديالي.,I'm happy because you like my ideas.
Do you still have your math teacher position?,واش باقي كاتخدام أُستاد ديال رياديات?,Is the professor of entrepreneurship still teaching?
Yes my honeymoon has changed my life,أه شهار لعاسال بدّل لييا حياتي,"Oh, the month of August changed my life."
Isn't there another way?,واش ماكايناش حتا شي طاريقا خرا?,Don't we even have any other options?
But we'll probably find some in the forest,والاكين ناقدرو نلقاو شي حاجة فلغابا,And where can we find something in the forest?
My parents won't lend me that kind of money.,واليديا ماغايسلّفونيش هاد لقدّ ديال لفلوس.,And the vendors won't negotiate this price for me.
"OK, I'm sorry for all the stress","واخا, سمحليا علا ڭاع هاد سترسّ","Excuse me, can you pass me this pen?"
I have a very important meeting to attend.,عندي جتيماع موهيم خاسني نحضار ليه.,I have an important meeting that I need to attend.
No I am thinking of ditching it.,لا أنا كانفكّر باش نتخلّا عليه.,"No, I was thinking of giving up on it."
Maybe we should knock on doors and make noise?,إمكان أيخاسنا نداقو فلبيبان أُنديرو صداع?,Maybe we should meet up in the park and have a picnic?
I think the co-workers called the police.,كانضان بلي لخدّاما عيّطو ل بوليس.,Neighbors who saw the workers called the police.
I have precisely the plans I have to show you tomorrow,عاندي بدابط لخوطاط ليغادي نواريكوم غدا,I have a specific plan for the places we will visit tomorrow.
I think he wants to talk about my promotion,كانضنّ بغا ياهدار علا ترقييا ديالي,He wants to talk about my promotion.
Ocassionally we will trade products too,مرا مرا كانتاجرو ف لمونتاجات تاهوما,They were talking about the montages of Tahouma.
And why do you want to exchange our products?,أُ علاش بغيتي تبادال السلعا ديالنا?,Why do you want to exchange our goods?
Take a deep breath and you'll feel better,تنافاس مازيان أُ غادي تولّي بيخير,"If you work hard, you will succeed."
I hope they won't be long finding us,كانتمانا مايدوزش لواقت بزاف قبال مايلقاونا,They used to not pass by here much before they found us.
"Hey, Caroline, don't you get bored a bit here?","أهلان, كارولين, ماكاتحاسيش بلمالال هنا شوييا","Hello, Caroline, don't you feel a bit cold here?"
I find that sleeping can be quite efficient too!,تايبالّيا حتا نعاس غادي يكون مازيان!,The weather is so nice that even sleep will be good!
I understand your back hurts and I'm sorry!,"أنا كانتفهّم أنّا ضهراك دارّك, سموحات","I thought you were at home, sorry."
He must have been near his friend's house,غادي يكون قريب من دار ساحبو,It will be close to his friend's house.
What's your favorite aperitif?,أشناهووا أحسان فاتيح ديال شاهييا عندك?,What is the best type of tea you have in your shop?
I hope you still could have gone to Machu Picchu,كانتمانا تكون مشيتي ل ماشو پيكشو,Have you ever been to Machu Picchu?
You bring back memories of these South American countries?,كاتجباد ديكرايات ديال دووال أمريكا لجانوبييا?,Do you bring the decorations of the United States of America to the south?
But you had a difficult meeting,والاكين نتا كان عندك جتيماع صعيب,"And you, did you have a difficult meeting?"
"One place after the other was closed, closed, CLOSED.","بلاسا مورا بلاسا مسدودا, مسدودا, مسدودا.","The more you go, the more it's blocked, blocked, blocked."
you really need to calm down!,نتا راه بصّاح خسّك تبرّد شويا!,You should take a break and cool down a bit!
and this afternoon I was able to finish my report,أُ هاد لعشييا ساليت تقرير ديالي,I asked about my report this evening.
"Other than that, my day was actually pretty good","من غير هادشي, داز نهار مزيان","Other than that, the day is going well."
"I wrote about the kinds of information that needs to be recorded""",كتابت علا أنواع لماعلومات ليخاسّها تسجّل,Writing about different types of information that should be recorded
Anything interesting on the news?,كاينا شي حاجا موهيما ف لأخبار?,Is there something important in the news?
The usual criminals in the White House.,نافس لموجريمين ف لبايت ل أبياض,He competed with the criminals in the White House.
Why does school not teach us more about the negatives of debt,علاش ماكاتعالامناش لمادراسا سيلبييات ديال الدويون,Why don't we talk about the problems of the students of the Faculty of Law?
Yes I suppose it is very interesting,أه كانضنّ بيلا راه موهيمّ بزاف,"Oh, I think he's very busy."
I am very passionate about looking after the planet,أنا كانحماق علا نحافض علا لكاوكاب,I am focused on maintaining my health.
But I also really enjoy reading theatre,والاكين أنا كانتماتاع بقارايا ديال لماسراح,"Yesterday, I enjoyed reading a book at home."
so I encourage you in this path!,داكشي علاش كانشاجعاك علا هاد لماسار,That's why he was bothering you about this issue.
Do I need a Degree to get a job?,واش غانحتاج ديپلوم باش نلقا خدما?,Do I need a diploma to find a job?
Depends on what you want to do,هادشي كايعتاماد علا شنو باغي دير,This depends on what you want to do.
we need to encourage people to do the same,خسّنا نشجّعو ناس دير نافس لحاجا,We should encourage people to compete in things
It seems to me that we should be planning an entrance with fish,كايبان لييا خاسنا نواجدو دخلا بلحوت,It seems to me that we got lost trying to find the entrance to the port.
Do you think I am right about that?,واش كادان بيلا عندي لحاق فهادشي?,Does he have any chance of catching up with this?
"But with good stuff, you can eat better.","والاكين معا حوايج زوينا,تاقدار تاكول حسان","With the right ingredients, you can cook delicious food."
"Thanks for your suggestions today, good bye","شوكران علا قتيراحات ديالك ليوم, بسلاما","Thank you for your kind words today, take care."
We could go to town for a while.,نقادرو نمشيو لمدينا شوييا ديال لواقت,We can go to the city for a little while.
I've seen the town and I'm not impressed.,أنا شافت لمدينا أُ مانباهرتش بزاف,"I saw our city, it didn't impress me much."
he is trying to make sense of a family story about smugglers,كايحاوال يفهام قيسا عاإلييا علا لموهرّيبين,They are trying to understand the concepts related to the experiments.
That sounds like a curious story to me.,كاتبان لييا قيسا غاريبا بناسبا لييا,They are writing me a strange story that suits me.
That says I don't hate crime novels,ماعا داليك ماكانكراهش ريوايات ديال جاريما,Don't worry about other people's opinions.
I have read some of Agatha Christie's novels.,قريت شي ريوايات ديال أڭاتها شريستي,I read some of her novels last night.
What I do find fascinating about her is the question of her marriage,ليكانلقا زوين هووا سوأل علا جواجها,"If you find someone good, hold on to them."
"But you defrost them before, right?","والاكين حايادتيها مان تلّاجا قبال, ياك?","And the ones who find it, they won't let it go easily, right?"
Even though I think their peas are frozen as well!,واخا كاندان جلبانا ديالهوم جامدا تاهييا!,"When they brought their food, it was delicious!"
Ducks - I prefer them in the pond than on my plate!,لباط - كانفاضالهوم فلبيركا علا تابسيلي!,Wow - they are having a great time in Ibiza on the beach!
Ah ah ah... in a way yes!,أه أه أه... بحواحد شكل أه!,Oh oh oh... what a mess!
"I don't know if it's any good, you should try it!","ماعرافتش إلا كانت مازيانا, خاساك تجارابها!","I didn't know she was upset, you should talk to her!"
I like a lot of bitter beer,أنا كانبغي بزاف ت لبيرّا لمورّا,I really want to go to the beach tomorrow.
"as we say, the customer is always right.",كيف كانقولو زابون ديما عاندو لحاق,"How can I say, the tongue always betrays the mind."
"as we say, the customer is always right.",كيمّا كانڭولو لكليان ديما عاندو لحاق,"Just like monkeys imitate each other, people always follow the crowd."
Can I sit in this chair?,واش ناقدار نڭلاس علا هاد لكورسي?,Can I sit on this chair?
"Or if you prefer, you can lie down there","ولا إلا بغيتي, تاقدار تاكّا لهيه","If you want, you can make it happen."
Can I lie on this couch?,واش ناقدار نتاكّا علا هاد أريكا?,Can you handle this area?
Can I lie on this couch?,واش نقدار نتجبّد فهاد ل فوتويل?,Can we swim in this waterfall?
I'm kind of worried about sitting on it,أنا خايف شوييا من لڭليس عليه,I'm a little afraid of what might happen
I think it would make me feel better to stand,كاندان لاوقوف غادي يكون حسان ليا,"When they stop, it will be better for me."
I don't know too much what would be best,أنا ماعرافش مزيان أشنو اللي حسان,I don't really know what's going on.
"So, if you're feeling comfortable, what's been going on?","إوا, إلا كانتي مرتاح, أش كاتعاود?","Well, if you're not comfortable, what are you going to do?"
Have you always felt like this?,واش من ديما كاتحسّ بحال هاكا?,Do you always feel like this?
"Plus, my new neighbors are weird.",أُ زيد عليها جيراني الجداد فشكل,My new neighbors are adding to it.
I think they're listening to what I'm doing through the walls,كانضنّ كايسامعو لداكشي ليكاندير منورا لحيوطا,I think they can hear that light shining through the walls.
"Yes, I did, didn't I tell you earlier?","أه, واش ماڭالتهاش ليك من قبال?","Oh, did she not tell you before?"
And a date this lunchtime!,أُ ليقاء غارامي ف واقت لغدا!,I have a date with my beloved tomorrow!
And I'm sorry I'm always sorry...,سماح لييا سماح لييا ديما ...,"Forgive me, forgive me always..."
Start by telling me what you understand,بدا ب أنّاك تڭوليها شنو كاتفهام,It seems like you understand what she's saying.
but Mr. Hossam is a bully!,والاكين راه السي هوسّام كايطلّعها علينا,"The one who is in charge is Hosam, he is the one who brings it out to us."
"Besides, he keeps harassing my friends","زيد عليها, كايبقا إتبسّل علا صحاباتي","Moreover, he keeps showing off in front of my friends."
There is a school counsellor on site every Tuesday,كايكون لموستاشار ديال مادراسا كول تلات,The headmaster of the school is always absent on Tuesdays.
Just talking to you puts me in grave danger,غير لهضرا معاك كاتعارادني لخاطار كبير,Just talking to you makes me feel better.
Just talking to you could put me in danger,غير لهضرا معاك تقدر تشريها ليا,Just talking to you can make my day
"And don't worry, I'll do it quickly!","أُ ماتخافش, غادي ندير داكشي بزاربا","Don't worry, I will handle that easily."
"Pains, don't talk to me about pains","ألام, بلا ماتهضر معايا علا لألام","No, don't talk to me about pain."
I can barely walk these days,بزاز باش كانقدار نتماشا هاد لييام,I miss hanging out with you these days.
Yanis gave me a tablet in my birthday,يانيس عتاني تابلت ف عيد ميلادي,Younes gifted me a tablet on my birthday.
"With my poor head, it's too difficult!","معا دماغي السغير, هادشي صعيب بزاف","With my little brain, this is very difficult."
Everything has to go fast for them...,كولشي خاسو يمشي بزاربا بناسبا ليهوم,Everyone should wear what suits them best.
"My dear Ihssan, I'm going to have to leave you","ساحبتي لعزيزا إهسّان, غادي إخسّني نخلّيك","My dear friend, I miss you, I will call you to meet up."
Next time bring those photographs,لمرّا الجايا جيب معاك دوك تساوار,"Next time, bring your backpack with you."
I was fine until you saw your head,كانت بيخير حتا شافت راس ديالك,She was fine until she saw your face.
you're not even able to say good night,مابقيتيش قادار تڭول حتّا لايلا ساعيدا,You are not able to sleep even at night anymore.
I demand mutual respect in a marriage,كانطالب ب حتيرام موتابادال ف زواج,I was asking for mutual respect in marriage.
I'm like Louis in the children of Heaven,أنا بحال لويس ف أطفال لجانّا,I am like Louis in The Little Prince.
I have no idea what you're talking about,ماعنديش حتا فيكرا علا ليكادوي عليه,I don't even have a thought about what to say about it.
bunch of self-centred people,ماجموعا ديال الناس لي عاجبهوم راسهوم,Not everyone likes themselves.
it's where you go off for days to your art fairs,فين كاتمشي يامات لماعاريد ديالك ألفانيا,"Where are you going, mom, when I want to talk to you about Albania."
the only people who buy your crappy paintings,الناس لواحيدين ليكايشريو لاوحات لخايبا ديالك,People who are alone buy paintings for your empty walls.
if that's what you can even call it,إلا كان تقدار تساميها هاكّا بعدا,If you could name it like that later
You're already handicapped by the dimension,نتا أسلان معواق من هاد ناحيا,You are tired of this side.
"You know, Saturday's my party","كيما كاتعراف, السبت راه لحفلا ديالي","As you know, Saturday is my party."
you offered to help me with the organization,"راه كني ڭلتي ليا غاتعاونّي فتانضيم""",My sister will help me with the organization.
We could blackmail them into singing,إمكان لينا نبتازوهوم باش إغنّيو لينا,Maybe we can convince them to sing for us.
I never want to go back to work again!,ماباقيش بغيت نرجاع لخداما مرا خرا!,"I don't want to go back to work, it's so exhausting!"
And what did your boss say?,أُ أش ڭال راإس ديالك فلخدما?,What is your job title?
something about his new shirt,شي حاجة علا تريكو ديالو الجديد,He has something on his new bike.
I mean he's twice my age,زعما هوا عندو ضوبل ديال عمري,He claims to have the key to my heart.
as perhaps I should eat something,حيت إمكان أيخاسني ناكول شي حاجة,Because maybe I'll feel like eating something
I'll have a bottle of water instead then,غادي ناخود قارعا ديال لما فبلاستها,We will take a walk in the park later.
You call yourself a bar but won't serve me,كاتسمي راسك بار والاكين مقادارش تسربيني,"Are you calling yourself a ""bar"" or what, don't you have any respect for me?"
I'm not allowed to serve drunk clients,مامسموحش ليا نسربي الناس لي سكرانين,I'm not allowed to let drunk people in.
it's a reflection of your mental state,هادشي نعيكاس ديال لحالا لعاقليا ديالك,This is a matter of personal reflection for your own sanity.
"I'm fine, I'll have to go now please!","أنا بيخير, أيخاسني نمشي دابا عافاك!","I'm fine, please let me go now."
you have a very challenging job being a librarian,عندك خادما صعيبا بزاف بسيفتاك فلمكتابا,You have a very difficult question in your homework.
Send him to me - I need more clients!,صيفتو ليا - أنا ماحتاج لكليان!,Mind your own business - I don't need your opinion!
Maybe he's gonna cry in the bathroom every once in a while,إمكان غادي إبكي فلحامام مرا مرا,Maybe she will cry in the bathroom very much.
He didn't give me time to explain my situation,ماعطانيش واقت باش نشراح لواضع ديالي,He didn't give me the opportunity to explain my situation.
It's a lovely day for feeding ducks,هادا ياوم جاميل نواكلو فيه لباط,Today we will eat couscous for lunch.
We're in the Alan Turing Foundation,حنا دابا فموأساسا ديال ألان طورينڭ,We are now in the process of developing Alan Turing's principles.
"For me, it's especially the closest park in my house","بنيسبا ليا, هيا أقراب حاديقا لداري","According to me, she is a close relative of mine."
I suppose he just looked around and there it was,كاندان بلي غير شاف حداه أُلقاها,"When he didn't see anyone, he threw it."
the ducks would have gone home with empty stomachs,لباطّ كانو غايرجعو فحالهوم بمعدا خاويا,The soldiers were going back to their base empty-handed.
I'll have some more if you want,ڭاهدي ناخاد شويا أخور إلا بغيتي,I'll just grab a few things unless you need anything.
What a pleasure to meet you,من داوعي سوروري ملي تلاقيت بيك,It's one of my joys when I meet you.
What a pleasure to meet you,هادي ساعا مبروكا ملّي تلاقيت معاك,This moment is special when I meet you
It's hard sometimes to get old,صعيب بعض لمرات أناك تكبار فلعمار,Sometimes it's difficult to adapt to living in the city.
the only music I do is Jazz,لموسيقا لواهيدا لي كاندير هيا جازّ,The music they were playing was jazz.
He could certainly put you in touch with a charity,إمكان ليه إلاڭيك بشي موءساسا خيريا,Maybe he just wants to give you a good feeling.
I hope you can come again soon,إنشالاه ترجاع مرا خرا فلقاريب لعاجيل,"Hopefully, she will come back soon to the neighborhood."
"Hey, you seem to know these dogs","أهيا, بانلييا بحال كاتعراف هاد لكلاب","Yes, she barked like she knows these dogs."
It would be incredible to see a Toucan in the wild,غادي إكون مودهيل تشوف طوكان فلبارّيا,You will be amazed to see a peacock in the zoo.
I'd like to go to Argentina and see the condors,بغيت نمشي ل أرجونتين أُنشوف كوندورس,I want to go to Argentina to see condors.
I will have to do some research,غادي إخاسني ندير شوييا ديال لباحت,I will go out for a little walk.
We have to go south to Fire Nation,أيخسنا نمشيو لجانوب ل فير ناتيون,We should go south to the countryside.
It's a good time to feed the animals,هادا واقت مازيان باش تواكال لحاياوانات,This place is not good to rely on wild animals.
I have heard that bread is not the best for them,سماعت بلي لخوبز ماشي مزيان ليهوم,Hearing that the bread is not good today.
The carrots might sink before they have a chance to eat them!,خيزو إقدر إغراق قبال مايوصلو ياكلوه!,Take it out before it gets soggy and they won't eat it!
All he left was feathers on the way out,ماخلّا غير الريش ملي كان خاراج,He left nothing but feathers when he was outside.
"Yes, the nurses gives us massages all the time","أه, لفرمليات كايديرو لينا ماسّاڭ ديما","Oh, the farmers always bring us fresh vegetables."
The nurses seem to be queueing up!,كايابن ليا بلي لفارمليات كايديرو صافّ!,My neighbors who live in the farmhouses are doing well!
She tells you all the time what to do and how to do it?,كاتڭوليك ديما شنو دير أُكيفاش ديرو?,"They always tell me what to do, how should I do it?"
Are you sure it was her?,واش نتا ماتءكاد بلي كانت هيا?,Are you almost certain that it was her?
I am not sure anyone was there,مامتءكادش واش كان أي واهد تماك,I almost couldn't tell if it was him or someone else.
She had long blonde hair tied in a bun,كان عاندها شعار سفار طويل مربوت,"He used to wear a long, embroidered scarf."
And your mother looks like that?,أُ لواليدا ديالك ديرا بحال هاكا?,Do your parents do things like that?
but I don't think she was that far away,والاكين ماكانضنش واش كانت بعيدا بزاف,And the ones who were there didn't think she was very far away.
yes I think my mother is waiting for me,أه كانضن بلي لواليدا ديالي كاتسانّاني,I think my parents are annoying me.
"Hey, you, did you just get in the neighborhood?","هي, نتا, واش يالاه دخلتي لحاي?","Hey, did you just enter the neighborhood?"
How was I to know what table to sit at?,كيفاش غانعرف تابلا لي نڭلس فيها?,How will I know the table we reserved?
Is there a wine that is particularly local?,واش كاين نابيد ماحالي بشكال خاص?,Is there a specific way to deal with stress?
"Stop talking nonsense, they would never do that","ماتبقاش غي كاتخرباق, مايمكانش إديرو هادشي","Don't be destructive, they can't do this."
"Too bad, we'll do it without them!","هادشي خايب, غادي نديروها بلا بيهوم!","This is not working, I will do it without them!"
How do you think you are getting on with your Maths exam revision?,كيراك غادي فلمورجاعا ديال إمتيحان رييادييات?,Are you going to the exam room for the math test?
which concepts are you needing assistance with?,شنو لمافاهيم لي ماحتاج نعوناك فيها?,What don't you understand that you don't need help with?
"Okay, but only if you drop your book","واخا, والاكين فاقاط إلا لاحتي كتابك","Even if they are few, they are worth more than a thousand who are not sincere."
I can't see how... Why don't you join me?,ماقادارش نشوف كيفاش... علاش ماتنضامش لييا?,I can't see how... Why don't you talk to me?
"It'll do you good, you'll see","غادي دير لخير فراسك, دابا تشوف","Do good for yourself, now you'll see."
It's not too early for a cocktail is it?,ماشي بكري بزاف علا كوكتايل أولّا?,Isn't it too early for a cocktail?
"If you want one, I'll do it.",إلا كانتي باغي واحدا غادي نديرها,"If you want one, I'll go get it."
But what do you mean by a piece of it?,والاكين أش كاتقصاد ب شوييا منو?,What are you saving a little money for?
"But no thanks, just a nice tea","والاكين شوكران, غير شي أتاي مشحّر","Thank you, but I'm not hungry for tea."
"I meant plain for the chips, sorry","قسادت عادي ل شيپس, سماح لييا","It's okay to have some chips, allow me."
"Ah, I thought it was free with the glass","أه, سحابلي كان فابور معا تلج","Oh, the clouds were in the sky with snow."
Or you could have something else,ولا يقدار تاخود شي حاجا خرا,He can't take anything for free.
I worked there for six months as a waitress,خدامت تما ستا ديال شوهور سربايا,I have been working for six months now.
I didn't know what to do after graduation,ماكنتش عارف أش ندير مورا تاخاروج,I didn't know what to do next until they left.
You may make people feel uneasy,غادي تخالي ناس يحاسو بعادام إرتيياح,You will make people feel comfortable.
Maybe you would like that before rock music,مومكين تابغيها قبال موسيقا ديال روكك,It's not possible to like it before listening to rock music.
but it's forbidden to cry at my parties,والاكين مامنوع لبكا ف لحافلا ديالي,The pillows are so soft in my bed
I have my case loaded with all the things she likes to eat,عندي شانطا عامرا بداكشي ليكاتبغي تاكول,I have a full plate of food if you want to eat.
because she will be travelling through rush hour,حيت غادي تسافار فساعا ديال زحام,Because you're going to travel during rush hour.
What are you planning to do on your holiday?,أشنو كاتخاطاط دير ف عوطلا ديالك?,What are you doing in your free time?
thank you for talking to me and settling my nerves,شوكران ملي هدرتي معايا أُ هدّنتيني,Thank you for talking to me and guiding me.
"Have a good trip, too",كانتمانا ليك ريحلا زوينا تا هييا,I will take you on a nice trip so she can relax.
but I think I'd be less afraid,والاكين كانضن غادي نكون أقال خاوف,And the others think I'm going to be the least afraid.
But it's also awfully stressful for people like me,والاكين راه مورهيق بزاف لناس بحالي,The monkeys are very annoying to people like me.
"That should make you feel a bit better, surely!","هادشي غادي يخاليك تحاس مازيان, بتاءكيد","This will make you feel much better, for sure."
have you made a guest list for the party?,واش دارتي قاإما ديال ضيوف لحافلا?,Are you hosting a party or an event?
"Well, it depends on where we set it up","إوا, هادشي كايعتاماد علا لبلاسا ليقادينا","Well, this depends on the places we are going to."
"Plus, the third neighbor is really pretty good","زيد عليها لجار تالت, لايعمّرها دار","Add to it the third neighbor, he doesn't even own a house."
We can schedule basic stuff like chips,نقادرو نقادو لحوايج أساسييا بحال شيپس,We can buy basic things like chips.
"No, there's no need to complicate things with a theme","لا, ماخاسناش نعاقدو لأمور بشي ماودوع","No, we didn't agree to do things we don't want to."
I'm feeling a little bit apprehensive about this,كانحاس بشوييا ديال دéرانڭمنت من هادشي,I feel a little bit overwhelmed by this.
If you're not worried in my office,إلا ماكنتيش قاليق ف لماكتاب ديالي,If you hadn't told me in my notebook
Um... sorry what was the question?,وم...سماح لييا أشنو كان سوأل ديالك?,"And...excuse me, what was your question?"
"Well, the subject seems serious to me","واخا, لماوضوع كايبان جادّ بنسبا ليا","And, the topic seems serious to me."
I have to tell the school that I'm gonna be late,خاسني نڭول لمدراسا بيلا غادي نتعاتال,"Let me tell you, I'm not going to school anymore."
They'll be arriving in 3 minutes!,غادي يوصلو من دابا 3 دقايق!,They will arrive in 3 minutes from now!
Is this a very important appointment for you?,واش هادا ماوعيد موهيم بناسبا ليك?,Is this a special occasion that is important to you?
"If you send a message to the secretary, she'll warn them","إلا سيفتّي مسّاڭ لسيكريتيرا, غادي تعلمهوم","Except for the secretary, you will teach them."
"I'll call them right away, so what's the number?","غادي نصوني عليهوم دروك, أشناهووا الراقم?","They will take care of me, what is their phone number?"
I got my laptop in my backpack,راه عندي پك ديالي ف شكارتي,I have my wallet in my bag.
I was gonna pick up my kids from school,كنت غادي نجيب ولادي من لمدراسا,I was going to pick up my kids from school.
it has just run out of battery,راه يالاه خوا من لا شارڭ,He's leaving because he's tired.
Why don't we just press the alarm button,علاش مانبركوش علا بوتون ديال إندار,"Why don't we click on the ""Start"" button?"
How long have we walked on this path?,منيمتا أُ حنا كانمشيو فهاد طريق?,When did we used to walk on this road?
Do you have your phone or watch?,واش عندك تيليفونك ولا ماڭانا ديالك?,Do you have your phone or is it mine?
we should tell them about our problem,خسنا نعاودو ليهوم علا لموشكيلا ديالنا,We should go back home to our families.
We can use the torch in my phone,نقادرو نخدمو الدو لي ف تيليفوني,We can order food from the restaurant by phone.
Would you like some tea or coffee?,بغيتي شوييا ديال أتاي ولا لقاهوا,Do you want some tea or did you find it?
"The best part is, you tell me why you wanted to come.",أحسان حاجا تڭولييا علاش بغيتي تجي,I prefer you tell me why you want to come
His situation doesn't make him put himself in your position,لواضع ديالو ماكايخاليهش يحات راسو فبلاستاك,A stubborn person never admits when he's wrong.
I get in from work and still have to cook.,كاندخول من لخدما أُ كايخاسني نطاياب,"When I enter the room, they all look at me."
You could talk to him about your feelings,تقادري دوي معاه علا لماشاعير ديالك,You can argue with him about your beliefs.
"Hello, this is the first time I've seen you here!","أهلان, هادي أوال مرّا كانشوفك هنا","Hello, this is the first time I see you here."
I've been coming here for a while,من شحال هادي وانا كانجي لهنا,I've been here for a while now.
We'll have a garlic butter,غادي يكون عندنا زابدا ديال توما,We will have a delicious tomato salad.
Either a lemon pie or a pineapple,إما حلوا ديال ليمون ولا أناناس,Either lemon or pineapple sweets.
Let us go do some archery,خالينا نمشيو ناديرو شويا ت ريمايا,Let's go for a walk and do some hiking in the mountains.
Can we do this close?,واش مومكين ناديروه أُحنا قراب هاكّا?,Is it possible for us to do it near here?
but they have different levels of difficulty,والاكين عندهوم موستاوايات مختالفين ديال الصوعوبا,And the owners have different levels of difficulty.
Are you going to say the same thing tomorrow?,واش غادي تڭول نافس لحاجا غدا?,Are you going to treat yourself to something tomorrow?
"I'd like to go with you, but not today","بغيت نمشي معاك, والاكين ماشي ليوم","I want to go with you, otherwise not today."
"No, she'll try to get me to stay on",لا غادي تحاول تبزاز عليا نبقا,"Don't try to fool me, I won't stay."
I think we work really well here,كانضن بلي كانخادمو بشاكال مزيان هنا,I think he used to work well here.
We took off and you didn't even notice,راه قلّعنا أُنتا ڭاع ماردّيتي لبال,We told you not to mess with my mind.
