eng,darija_ar,transl
Do you come here often to relax?,واش كاتجي لهنا مرا مرا باش ترتاح?,Do you come here often to relax?
"Otherwise, I'm a jazz musician.",من غير هادشي أنا موسيقي ديال جازّ,"Without this, I am a jazz musician."
I think it's an instrument with a wonderful sound,كانضن بيلا ألا موسيقييا عاندها سوت زوين,I think that the music they played was good.
"I'm lost in the forest, I don't know what happened","أنا تالف ف لغابا, ماعرافتش أش وقاع","I got lost in the forest, I don't know where I am."
Did you eat any of those mushrooms?,واش كليتي شي وحدا من هاد شامپيڭنونس?,Did you eat one of these champignons?
Tell me what you'd like me to do first.,ڭول ليا شنو بغيتي مني ندير أوّالان.,Tell me what you want from me to do now.
"There's salmon, caviar, and foie.",كاين حوت سالامون أُ كاڤيار أُ لكبدا.,There is salmon caviar and liver pâté.
"All right, I'll continue to make dessert at the time.","واخا, غادي نبقا نصاوب لحلوا فاديك ألواقت.",And I will continue to work hard to improve my skills.
It was so awful I don't know where to start!,كان خايب بزاف أُ ماعرافتش منين نبدا,"He seemed very lost, and I didn't know where to start."
And the train being full you went on foot?,أُ حيتاش تران عامر ماشيتي علا راجليك?,Why are you walking on your heels instead of your toes?
I think it is going to be expensive to fix,كانضن بلي غادي إكون غالي باش تسلاحها,I think it's going to be expensive to fix it.
Let's go to dinner and chat more then,يالاه نمشيو لعشا أُندويو كتار من بعد.,Let's go have Indian food for dinner later.
"I'm not sure, but a big party with all my friends","مامتأكادش, والاكين حافلا كبيرا معا ڭاع لأسديقاء.","She's almost never home, she spends a lot of time with her friends."
Now all we have to do is send out the invitations.,دابا لي علينا نديروه هوا نصايفتو داعاوات.,"Now we have to do what he wants, we have no choice."
"You'll be the first to receive the invitation, of course.","غادي تكون أوال واهد كايشاد ل'ينڤيتاتيون, طابعان.","You will be the first and only one invited, for sure."
I'm gonna go and buy a brand new dress to wear!,غادي نمشي نشري شي كسوا جديدا مانلبس!,I'm going to go buy some new clothes to wear!
Can I hold your hand please?,واش إمكان ليا نشاد ليك فيديك عافاك?,"Is it possible for me to sing a song for you, please?"
"Anas, you arrived late again this morning!","أناس, راك جيتي معطّال تاني هاد صباح!","Hey, you came late again this morning!"
Are any of them vegetarian or even vegan?,واش فيهوم شي واهد ناباتي أُلا ڤڭان?,Do they have any vegetarian options on the menu?
Then we must not disappoint them.,أُمان باعد أيخاسنا مانخايبوش ليهوم لءمال ديالهوم.,"Safety comes first, we shouldn't risk their lives for their work."
Maybe we can get an autograph at the end.,إمكان نقادرو ناخدو وتوڭراپه ديالو ف لخار.,We can take a picture of him in the outdoors.
I think my favourite film was Forrest Gump.,كانضن أحسان فيلم عندي كان فورّست ڭومپ.,I think the best movie I have seen was Forrest Gump.
Or a blackberry pie to finish?,أُلا شي فاتيرا ديال التوت باش نكملو?,Is there anything missing from the blueberry pie for us to continue?
I have a few walks around the nursing home.,عندي شوييا ديال تامشييا حدا دار لموسينّين.,I have a few pieces of information about the house of the Mossenins.
"That's great, have you made any friends here yet?","هادشي مازيان, واش درتي شي صحاب هنا?","This is nice, did you make some friends here?"
But you told me you went on a honeymoon!,والاكين ڭلتي لييا بلي مشيتي فشاهر لعاسال!,And the glasses you gave me when I went to the market!
I accidentally transferred 1 billion to the wrong customer account!,بلغالاط ضوّزت واهد لمليار لواهد لكليان أخور!,"In Galatasaray, I scored and dedicated the goal to all my brothers!"
But what if the lawyer can't help us,إوا أُ ألا كان لموحامي ماغادّش إعاونّا,"Oh, if the lawyer doesn't help us, who will?"
I'm very happy to join the group.,أنا فارحان بزاف ملي وليت معا لمجموعا.,I am very happy when I am with my family.
I'm very fed up about being stuck in this lift!,مرّضني بزاف أنّاني نبقا محبوس فهاد سانسور!,It really bothers me that I feel trapped in this censorship!
Have you found any new plans for our program?,واش لقيتي شي خوطات جديدا لبارناماج ديالنا?,Did you find any new episodes for our program?
"Yes, they should be here any minute","أه, خاسهوم يكونو هنا ف أي دقيقا","Oh, they must be here in any minute."
And I was supposed to go to an important meeting,أُ كان خاسني نمشي ل جتيماع موهيم,He forgot to attend the important meeting.
Sorry I am starting to get claustrophobic,سماح لييا بديت كانحاس بروهاب أماكين الضاييقا,"Allow me, I started feeling uncomfortable in crowded places."
The paramedics will be here any minute,لفرامليا غادي يكونو هنا ف أي لحضا,The brakes will be here in a moment.
It's too shady in the forest for my liking,راه فيه ضال بزاف فلغابا بناسبا لييا,There are a lot of lost people in the forest suitable for me.
I am doing well other than my sore back,أنا فحالا مازيانا من غير ضهري ليكايدارني,I'm not feeling well without your support.
"Please, it's always nice to see you, you know.","مرحبا, ساعا ساعيدا ملّي شفناك, راك عارف.","Hello, it's been a while since we last saw each other, you know."
The staff seems very pleasant indeed,بان لييا فاريق لعامال دراياف بزاف بصّح,It seems like I have a lot of experience in agricultural work.
"South America was really interesting, different from home","أمريكا لجانوبييا كانت فشكال, مختالفا علا لبلاد","America to the south was different, contrasting with the countries."
I did some travelling and there was so much to see,دارت شي تسافيرات أُ كان بزاف مايتشاف,She went on some adventures that many wouldn't dare.
"Yes, a lot to see in South America","أه, كاين بزاف ماتشوف ف أمريكا لجانوبييا","Oh, there are a lot of things you don't see in America in the South."
"But mademoiselle, history is a very important discipline.","والاكين أنيسا, تاريخ راه مادّا موهيمّا بزاف","But honestly, his story is very intriguing."
"Yes, they're very important subjects, you're right.","أه, هادو ماواديع موهيما بزاف, عانداك لحاق","Oh, these are very dangerous waters, be careful."
producing computers and iPads are very polluted,إنتاج پك أُ إپاد تاهوا مولاويت بزاف,The production of this iPad is very high quality.
"Great, I am pleased we have cleared the ground rules","عاضيم, أنا فارحانا حيت وضّحنا لقاواعيد أساسييا","Great, I'm happy because we clarified the basic rules."
"What is on the menu for tonight, do you remember?","أشنو كاين ف لقاإما ليوم, باقي عاقال?","What's going on at the meeting today, is everything okay?"
Your are very good at inventing special dishes,نتا واعار بزاف ف ختيراع أطباق خاصّا,You are very skilled in choosing special dishes.
It is lovely and fresh,زوين أُ باقي يالاه خرج من لبحر,"Great, I'm still here, let's go out to the sea."
I find many of them just too far fetched to be believable.,كايجيني داكشي مجبّد بزاف أُ ماتقدارش تايقو,"That frozen thing is coming to me a lot, I can't stand it."
there's a poor atmosphere and little water,كاين جاو خايب أُ شوييا ديال لما,There are some missing pieces of the puzzle
The probability of finding ruins on Mars is indeed small,إحتيمال يلقاو حوطام ف لماريخ فيعلان سغير,They might find a solution in the meeting tomorrow.
I'm not a great fan because they are rather boring.,أنا ماشي من لموعجابين لكبار حيت موميلّا,I am not one of those who are impressed by the elderly because they are not always right.
"I think they like vegetation, but I'm not too sure what else","كاندان كايبغيو لخوضرا, والاكين ماماتأكادش شنو أخور","They want to go hiking, but I don't know what to wear."
I am pretty stressed out with work at the moment.,أنا ماتواتار بزاف فلخادما بزاف فهاد لواقت,I am very tired from working a lot at this moment.
"If you have wine, I'll be fine, too.",إلا كان عنداك شراب غادي نكون بيخير,"If you have some tea, we'll be fine."
"after all, we are beer specialists","أل جيتي تشوف, حنا ماتخاسين ف لبيرا","When you come to see, we don't get lost in the forest."
Then I'll have a whole liter!,أُ من باعد غدي ناخود إطرو كامل!,"Tomorrow, we're going to take a complete tour!"
it looks like you going to be having quite a big night tonight,باينا غادي دوّز ليلا زوينا هاد الليلا,Looks like tonight is going to be a great night.
Bring me another one soon.,جيب لييا واحد أخور من دابا شويا,Bring me another one later on.
But you can sit anywhere else.,والاكين تقدر تڭلاس ف أي بلاسا خرا,But can you adapt in any situation?
I think my neighbors think I want to hurt them,كاندان بيلا جيراني كايسحاب ليهوم بغيت نأديهوم,"My neighbors are moving out, I want to say goodbye to them."
I'm sure there's somewhere you fit in.,أنا ماتأكاد بيلا كاينا شي بلاسا كاتناسباك,I hardly find a place that suits me.
Do you listen to them through the walls too?,واش حتا نتا كاتسماع ليهوم مورا لحيوط?,Are you even listening to them behind the walls?
But I don't have the money to move into a house,والاكين ماعنديش لفلوس باش نرحال لدار خرا,I don't have money to travel to a crappy house
I've got lots of other patients to see,عاندي بزاف ديال لماردا أخرين باش نشوفهوم,I have a lot of other things to do before I see them.
"He's your maths teacher, right?","هوا ل أُستاد ديال رييادييات ديالك, ياك?","He is your entrepreneurship teacher, right?"
Have you contacted anybody about that?,واش تواصلتي معا شي حاد علا هادشي?,Did you talk to someone about this?
They're plotting together in order not to let any of the information escape,راه كايخاطّو كاملين باش ماتخراج حتا ماعلوما,He's pretending completely so you don't realize anything
I really didn't know it was this serious,ماكانش فراسي ڭاع أنّا هادشي بهاد لحيدّا,"He wasn't really into it, but I insisted on going."
"Since he's friends with the councilman, he's getting revenge","حيت هووا صاحب عوضو لماجليس, راه كاينتاقام","When the wind is a friend, the majlis is lively."
I'm going to have to organise a meeting to discuss this,غادي يخاسني ندير إجتيماع باش ناقشو هادشي,He will invite me to have a meeting to discuss this.
As a parent you're not supposed to have favourites,"كا واليدين, ماخسّش إكونو عندك ولاد موفضّالين","As for me, I don't think you have well-behaved children."
"Ah, you must be cleverer than me then!","أه, إدان غادي تكون نتا دكي علييا","Oh, now you're going to be mad at me"
I have to get someone to download the books for me,خاسني نلقا شي حاد يشارجي لييا لكتوبا,Let me find a charger that works for my laptop.
With you it's always a one-way street,معاك نتا ديما هير واحد ل إتّيجاه,"With you, it's always one way or the highway."
I'll assume that it has just slipped my mind,غادي نفتارض أناهو يالاه تاحت عليا لفيكرا,"I will argue with him, come on, until tomorrow."
and that's why I can't remember it,أُ هادا هووا الساباب علاش ماقدرتش نتفكّرو,"Oh, this is the problem, why couldn't I figure it out"
Shall I bring those lovely balloons with me?,واش خاسني نجيب دوك نفاخات زوينا معايا?,Should I bring some snacks and drinks with me?
"Weather changes every day, it's hard to predict","طاقس كايتغيّر كولا نهار, سعيب تنبّء بيه","The weather changes every day, it's hard to predict."
Everything that could go wrong went wrong,ڭاعداكشي لي إمكن إدوز خايب داز خايب,Helping you is like pouring water into a sieve.
I mean I even got my hair stuck in the photocopier!,أودي راه حتا شعري لساق فل پهوتوكوپيوس!,He took it to the extent that even my hair stood on end!
I mean it wasn't really my fault...,لي كانقساد هوا راه ماكانش لخاتاء ديالي...,The one I was angry with was not my sister...
And that would be a bit inappropriate,أُ هادشي غادي إكون شويا ماشي موناسيب,This is going to be a little inappropriate.
Can you serve peanuts before noon,واش إمكان ليك تقادام كاوكاو قبال دهار,Can you swim across the river in the daytime?
It's not even noon yet and I haven't even started,مازال ماوصل حتا دهار أُمازال مابديت ڭاع,"I haven't reached Dahar yet, and I haven't started feeling tired."
I might have to take my customer elsewhere,إمكن خسّني ندّي لكليان ديالي لبلاصا خرا,Maybe let me show you around my favorite places.
"I repeat, you've already taken four naps","أنعاواد, راك أسلان خديتي ربعا ديال لقايلولات","Anawad, you seem tired, did you take a break from the rehearsals?"
I locked myself in the bathroom to cry,سدّيت علا راسي فل حمّام أُبديت كانبكي,I leaned on the bathroom sink and started crying.
I can give you some anti depressants,إمكان ليا نعتيك شوييا ديال مودادات لإكتيأب,I can give you some tips for relaxation.
"I could go talk to him, but I'm afraid","إمكان ليا نمشي ندوي معاه, والاكين خفت","I can walk with him, but I'm scared."
I would report him to someone higher up the chain,غادي نڭولها لشي وهد كبار منو فلڭراد,I will tell her about something big that happened in the neighborhood.
Are your catering department reliable?,واش قيسم ديال تاموين ديالك فيه تيقا?,Do you think your grocery list is accurate?
"You can taste it, but I'm warning you, it's terrible","إمكان ليك دوقو, والاكين كانحدراك, راه خايب","You can try it, but if it doesn't suit you, you'll regret it."
I can't take time off and I like being happy,مايمكانش ليا ناخاد عوطلا أُكانبغي نكون ساعيد,I can't take a break if I want to be successful.
It was a pleasure talking to you today!,كان مان داواعي سوروري ندوي معاكوم ليوم!,I had no reasons to share my happiness with you today!
My first time at this particular pond,لمرّا لاولا ليغادي نجي لهاد ضايا بضّبط,"Next time, I'll make sure to come to this place directly."
I have a few hours to spare before catching my train,عندي شي سويعات ندوزهوم قبال ماناخاد تراين,I have some errands to run before I take the train.
She had a talent for music if I remember,كان عندها ماوهيبا لموسيقا إلا باقي عاقل,"She had a passion for music like no other, except she was still rational."
Emma's a senior scientist in high school,إمّا من كبار لعولاماء ف واحد تاناوييا,Either from the elders of the scholars or from a second-year student.
She goes on with the music and part of a symphony orchestra,كاتمشي معا لموسيقا أُجوزء من أُركيسترا سامفونيا,She walks with the music as if she's part of a symphonic orchestra.
we can arrange for me to stay for dinner with you,إمكان لينا نبلانيو باش نبقا نتعشا معاكوم,Maybe we can plan to have dinner together.
Did you get a chance to get there?,واش لقيتي شي فورسا باش توصال لتما?,Did you find a shortcut to get there?
"Yes, a trip to South America would be expensive","أه, ريحلا ل أمريكا لجانوبيا غاطّلع غاليا","Oh, he's going to America to the south, he'll have a great time."
that would be a sad lunchtime for them,هاداك غادي إكون واقت غدا حازين ليهوم,That one will be a winner if they prepare well for it tomorrow.
If we make horse noises they might come over!,إلا درنا أصوات ديال لعيودان إقدرو إجيو!,"Unless we make the sound of the cicadas, they won't come!"
Thanks but aren't you going to have some with me?,شوكران والاكين واش ماغاديش تاخود شوييا معايا?,"Thank you, but I don't think I'll take a little with me."
She wouldn't take any money from me,ماغاديش تاخاد حتا شي فلوس من عندي,He won't even take a penny from me.
"Hmm, that's nice, but a little weird, isn't it?","همّ, هادشي زوين, والاكين غاريب شويا, أُلّالا?","Yes, this is nice, but the colors are a bit strange, aren't they?"
"So, shall we open this bottle of wine?","إوا, واش نحالّو هاد قارعا ديال شراب?","Hey, should we clean up this pile of bottles?"
"All right, I'll look for people and I'll be right back!","واخا, غادي نقلاب علا الناس أُ نرجاع!","And then, I will turn the tables on people, just watch!"
sort off... it is like the photos of her as a young woman,تقريبان... بحال سورا ديالها كا مرا شابّا,Almost... like a picture of a young woman
"But it probably wasn't her, then, was it?","والاكين إمكان مكانتش هيا, ديك ساع, ياك?","But maybe it wasn't her, right?"
"They are real drunks, I suggest you step away","راهوم سكرانين ديال بساح, كانقتاراح أنّاك تباعاد","They are drunk in the bar, I think we should leave."
And the nurses keep disturbing me every time I nod off,أُلفرمليات كايبرزتوني فكول مرّا كايديني فيها نعاس,"Traffic lights always catch me, every time they make me sleepy."
"It's true, they spend their time bothering us","أه بسّح, كايدوزو واقتهوم ف أناهوم إبارزتونا","Oh, really, they are wandering and lost in their thoughts, they surprised us."
"She tells us to go here, do that, pfft","كاتڭول لينا نامشيو لهنا, دير هادي, پفّت","She's telling us to walk this way, do it quickly."
They've been trying to get me to eat all day,كانو كايحولو إخلّيوني نبقا ناكول نهار كاملو,"They were busy, so they let me stay and eat the whole day."
We could arrange this for a weekend of May,إمكان نبارمجوها فل ويكند الجاي ديال ماي,Maybe we can plan it for next weekend.
I'm having a little trouble understanding the differential equations,لقيت صوعوبا شويا ف فاهم لموعدالات تافادولييا,"I found it a bit difficult to understand the schedule, help me out."
"No problem, enjoy the rest of your evening!","ماشي موشكيل, تماتاع بلي بقا من لعشييا","It's not a big deal, just enjoy what's left of the evening."
"Oh, no, we'll spend all our time in the sun.","أُه, لا, غادي نداوزو ڭاع واقتنا فشامش","Oh no, we will surpass this obstacle in no time."
I'd rather go out and enjoy the water and freshen up,كانفادال ناخراج أُ نتمتّاع بلما أُ النتاعش,We must go out to enjoy the fresh air.
It's up to you to decide what's best for you,غادي نخاليها ليك تقارار أشنو مازيان ليك,I'll let you decide what's best for you.
The recipe is made of orange juice and grenadine,لواصفا مڭادّا ب عاصير ليمون أُ ڭرنادين,Describing a storm as a lemon and pomegranate.
"Ah I'm not sure I know what bawlo is, but why not!","أه مامتأكاد أشناهوا باولو, والاكين علاش لا?","Oh, I almost didn't recognize him at first, why though?"
But perhaps some chips would be good,والاكين إمكن شوييا ديال شيپس أيكونو مزيانين,Sometimes the cheapest chips can be good
"I like them lite, with a bit of salt!","أنا كانبغيهوم خفاف, معا شوييا ديال لمالحا!","I want them light, with a little bit of salt!"
The hamburger will be here later,ل هامبورڭر غادي يكون هنا من بعد,The hamburger will be here shortly.
We call you when the cocktails are ready,غادي نسونيو عليك منين إكونو كوككتايلس واجدين,They will ask me where to find cocktails and I will tell them about you.
I really don't know my cocktails yet,أنا صاراحاتان مازال ماكانعرفش ل كوككتايلس ديالي,I still don't know my cocktails well.
"Crisps would be fine, I'm starving","شيپس غادي تكون مزيانا, غانموت ب جوع","Chips will taste good, I'm starving."
We do some great bar snacks,كانديرو شي واجبات خفيفا زوينا ف لبار,They assigned me some easy and nice tasks at work.
"Yeah, you have the right date, I'll confirm it","أه, عانداك تاريخ صحيح, غادي نأكد ليك","Oh, if you have the correct date, I will confirm it for you."
Can you bring a couple of bottles of champagne?,واش تاقدار تجيب جوج قارعات ديال شامپاڭن?,Can you bring a couple of bottles of shampoo?
I think it is probably better if you ask friends to bring a bottle,كانضن حسن أنّاك طلب الصحاب إجيبو قارعا,I think it's better for you to ask your friends to bring a shovel.
As I am your good friend I can tell you directly,حيتاش أنا ساحباك لقريب غادي نڭوليك نيشان,"Because I miss you, soon I will tell you a secret."
I don't think it is a good idea to ask for expensive champagne,ماكانضنش فيكرا مزيانا أنّاك طلاب شامپاڭن غاليا,I didn't think you'd consider that expensive shampoo.
I can help you with lots of the other organising,ناقدار نعاوناك ف بزاف ديال تانضيمات لوخرا,We are able to assist you with many types of events in the future.
"Decorations, food, music and anything else","تازيين, لماكلا, لموسيقا أُ أي حاجا خرا","Alright, for food, music, or anything else, just let me know."
What sort of music were you thinking of?,أشمن ناويع ديال لموسيقا ليكنتي كاتفاكر فيها,What kind of music were you thinking about?
I won't share with my lovely musical friends your opinion!!,ماغاديش نشارك راإياك معا سحابي لموسيقيين لعزاز,I won't be able to join you with those musicians for the party.
"That's why they're your friends, not mine",هادشي علاش هوما سحابك أُ ماشي سحابي,"That's why they're your clouds, not mine."
If you heard good alternative music you might like it,إلا سماعتي موسيقا أُخرا مزيانا تقدر تعاجباك,"Except for my taste in music, I have some good tunes that you might like."
I'm visiting my daughter who I've not seen for a good while,أنا غاديا نشوف بنتي ليمشفتهاش مودّا هادي,I'm going to see my daughter who I haven't seen for a while.
The plan is to get a taxi to her appartment,لخوتا هيا نشدّ تاشي ل پارطما ديالها,Her sisters told her to go get her purse.
10 miles above the ground,علا رتيفاع 10 أميال فوق ساتح لأرض,It's a 10-mile hike up the mountain.
"Well, imagine when space travel becomes commercialised","واخا, تخايال نهار يوالي سافار لفاضاء تيجاري","Even so, imagine a day when he goes to the commercial area"
That's going to be a bit of a shock for you isn't it!,"غادي يكون صدما بنسبا ليك, أولّا لا?","It might come as a shock to you, right?"
"We're not going to fall apart, since there's not really up and down",ماغديش نهارو حيت ماكاينش أصلان لفوق أُلتحت,I won't go out today because there are no real reasons to go out.
"No, in space, actually, it's more like a submarine","لا, فل فاضاء, فلواقيع, هيا بحال لغوّاصا","No, in the wilderness, in the depths, she's like a diver."
Are you really still scared after what you just said?,واش مازال خايف مورا هادشي ليڭلتي دابا?,Are you still afraid of what you saw earlier?
"Thank you for your support, anyway","شوكران علا داعم ديالكوم, علا كول حال","Thank you for your support, in any case."
Are there particular people you want to invite?,واش كاينين شي ناس بغيتي تعراض عليهوم?,Are there any specific people you want to introduce me to?
Do you have enough plates and galsses?,واش كافيين تباسل أُ لكيسان لي عندك?,Do you have enough change for the bills you have?
Then we'll make sure we don't starve to death,أُ غادي نتأكدو بيلا ماغاديش نموتو بجوع,I will make sure we won't die of hunger.
vegetarians can just avoid the ones with meat,ناباتييين إقدرو هير إتجنّبو هاديك ليفيها لحام,My friends can avoid getting into that situation.
"Well, you know, we'll take care of the raw vegetables","واخا كيف كاتعراف, غادي نتهلّاو ف لخوضرا","And if you know how, we will go hiking."
Do you know how long you've been feeling all these concerns?,واش عرافتي منيمتا أُنتا كاتحس بهاد لماخاويف?,Do you know how it feels when you're scared like this?
Um... how exactly do you manifest your fears?,وم... كيفاش بضابط كاتعبّر علا لخاوف ديالك?,And... how do you express your fears?
"For today, that'll be $150","بنيسبا ل ليوم, غادي يكون 150 دولّار",The ticket for today will be $150.
I have to go pick up my kids in five minutes,خاسني نمشي نجيب ولادي ف خامسا دقايق,Let me go get my kids in five minutes.
I thought I'd work tonight at home,كنت ناوي نخدام هاد الليلا ف دار,I was planning to work at home tonight.
"We're gonna find their phones in my computer, don't worry.",غادي نلقاو نوامرهوم ف پك ديالي. ماتخافش,I will meet them in my inbox. Don't worry.
"Ah, that's getting really disturbing","أه, هادشي غادي أُ كايولّي موزعيج بزاف","Oh, this is going to keep me busy for a while."
I have some biscuits in my rucksack,عندي شوييا ديال بيسكويت ف ساك ديالي,I have some biscuits in my bag.
"Great, at least send a text to warn them.","مزيان, علاقال سيفت ليهوم ريسالا باش تاحدرهوم","Alright, he said he would send them a message to come pick them up."
"With the night falling, it might get cold fast enough now.","معا ليل, غادي يبراد لحال بزاربا دابا","With this cold night, he will freeze alone in the market now."
"Good morning ma'am, come in and sit down if you wish","سباه لخير لالا, أجي ڭلسي إلا بغيتي","Mind your own business, come to me only if you want to."
But you can also talk to me about something else,والاكين تقدار تهدار معايا علا حاجا خرا,Can you help me with something else?
I feel overwhelmed by everything happening at the moment,كانحاس بلعيا من ڭاع داكشي ليكايوقاع دابا,I feel like I'm drowning in everything that's happening right now.
he isn't making much effort to get a new job,هوا ماكايبدالش مجهود باش إلقا خدما جديدا,He doesn't spare any effort to find a new job.
because they have to spend some relaxing days,حيت خاسهوم يداوزو شي يامات ديال راحا,"Because they lost, they are trying to make up for some past mistakes."
And I guess he's a little bored during the day,أُ كانادان بيلا كايحاس بلمالال شوييا فنهار,Kanadan doesn't feel well today.
"It's silly, but it made us laugh with my parents","هادشي ساخيف, والاكين خلانا نداحكو معا واليديا","This is scary, let's stick together and hold hands."
It's a good thing they didn't process their kids' names,راه حاجا مزيانا ماعالجوش سمييا ديال ولادهوم,He has good things but he doesn't treat them well.
Oh look I can't wait till you catch him,أُه شوف أنا مانقدارش نتسنا حتا تشادو,"Oh, you see, I can't wait for you to chat."
And what vegetables do we serve these fish?,أُ أشناهييا لخودرا ليغادي تاعتيها لهاد لحوت?,What should I do to make him come back to me?
I'll let you choose as you'll be the one making it,غادي نخاليك تاختار حيت نتا ليغادي تقادها,I will let you choose because you are the one who will drive it.
"Yes, of course we had some explaining to do","أه, بتابيعت لحال كان عندنا شارح نديروه","Oh, I was following alone as if we had a guide."
"Besides, we were too expensive","أُ زيد علا داكشي, كنّا غاليين فتامان.","And on top of that, we were expensive in total."
Whose job was it to negotiate the contract?,شكون لي كان خاسّو إتفاود علا لعاقد?,Who was the one who lost his temper at the meeting?
I am sure you would enjoy it!,أنا ماتءكد أناك كنتي غادي تستامتاع بيه!,I'm not sure if you're going to enjoy it!
other than staying by the pool of course!,من غير نبقاو حدا لمسباح بتابيعت لحال!,We'll be the only ones swimming at the beach!
Where is it in the area the possibility of making this sport?,فين كاين فلمينطاقا إمكانييات موماراسات هاد ريياضا?,Where can I find information about the facilities and activities in this resort?
so it's fun for the all the family,داكشي علاش هيا مومتيعا لڭاع أفراد لعاإلا,That's why she's not used to dealing with strangers.
"Yeah, there should be someone there","أياه, داروري غادي إكون شي حد تماك","Yeah, for sure there will be someone for you"
At least somebody who can get us kitted out,عال أقال شي حاد لي غادي إجهّزنا,He said something sharp that got us ready.
I don't really trust anybody at the moment,أنا صاراحا ماكانتيقش فتا حد فهاد لواقت,I haven't met anyone like you before.
And the plane is an extremely safe transport,أُ طيارا واسيلا ديال ناقل أمينا بزاف,The pilot and the flight attendant were very friendly.
They serve excellent breakfast after takeoff,كايقدّمو فطور راإع من باعد ل إقلاع,They serve a delicious breakfast from dawn until takeoff.
"And when you get there, you'll be proud of yourself!","أُملي توسال لتما, غادي تكون فاخور براسك!","If you dare to ask her, you will regret it!"
Could you give all the students some glasses?,واش إمكان ليك تاعتي ڭاع تالابا ندادار?,Do you think you can fix this broken chair?
"Yes, that might be part of the problem","وايه, إقدار إكون هادا جوزء من لموشكيلا","Yes, it's possible to be part of the adventure."
I wanted to say I'm thinking of him,كنت بغيت نڭول بلّي أنا كانفكّار فيه,I wanted to say that I was fascinated by it.
I'm aware that the problem requires a thorough reflection,أنا عاراف بلي لموشكيلا أيخاسها تافكير عاميق,I know that the mosquito won't stop bothering you.
with all the animals living with each other,ب ڭاع دوك لحاياوانات عايشين معا باعدياتهوم,"In the jungle, animals live together with their offspring."
That person liked cats because they had mustaches,هاد بنادم كايعجبوه لمشاش حيت عندهوم موستاش,This person likes mustaches because he has them.
My cat doesn't already agree to drink soy milk,لمشا ديالي ماموافقاش باش تشراب حليب سويا,My friend doesn't agree to drink soy milk.
Do you know the way out of these trees?,واش كاتعراف تاريقا تخراج من هاد لأشجار?,Do you know how to distinguish between these trees?
but over there also seems familiar,والاكين حتا تما كايبان ليا فايت شايفو,"But even then, it seems to me that you see it differently."
I suggest that we go that way and stick closely together,كانقتاراح نمشيو كيما هاكّا أُنبقاو معا باعدياتنا,I'm going to walk as if we were found together.
"A coffee lying there, that would be perfect","قاهوا محتوتا تما, غادي تكون هيا هاديك","He found what he was looking for, she will be the one."
I could get you some drinks for them in the meantime,إمكن ليا نجيب ليهوم مايشربو فهاد لوقت,I can get them some water to drink at this time.
It's going to be a big night in here tonight,غادي تكون ليلا كبيرا هاد ليلا هنا.,Tonight is going to be a big night here.
All I said was that it's going to be busy tonight,اللي ڭلت هوا أنّاهو غايكون مزاحم ليوما,What she said is that he will be annoying one day.
because we have two groups coming in to celebrate,حيت عاندنا جوج مجموعات غايجيو باش إحتافلو,Because we have a few groups coming to celebrate.
Do you think we should retrace our steps?,واش كادان بلي أيخسنا نتابعو لختوات ديالنا?,Does he think that by being nice to us we will follow his orders?
Let's try to keep the water and the cookies for later,خالينا نحاولو نحتافدو بلما أُلباسكويت لمن بعد,Let's try to benefit from the situation before it's too late.
You have to assemble groups of three students,أيخساك تجماع ماجمواعات من تلاتا ديال طالابا,It's better to study alone than in groups of three students.
How long do we have to prepare the experiment?,شحال ديال لواقت أيخاسنا باش نجاهزو تاجريبا?,How much time do we have to get ready for the trip?
"Hi, I m better when we get in the air","أهلان, أنا حسان ملي كانتلعو ف لهاواء","Hello, I'm Hassan when they went out for fresh air."
Planes are built so that they can resist very strong turbulence,راه تيارات تصاوبو باش إقاومو لإتيرابات لقاسحا,There are currents that adapt to resist the temptations of the seducer.
I know the theory but anxiety is not always rational,كانعراف ناداريا والاكين لخاوف ماشي ديما عقلاني,"I know how to swim, but I'm not always rational."
I think I may try and sleep now after the champagne,كانضن نقدار نعاس دابا من باعد شامپاڭن,I think I can sleep now after a long day.
I can't even pretend it's not happening!,مايمكنش ليا حتّا نبيّن بلي داكشي ماكايوقاعش!,I can't even pretend that that doesn't bother me!
My bedsheets are covered in ice-cream,لغطا ديال ناموسيتي عامر ب لا ڭلاس,The garden of my house is full of flowers.
"Well, I did tell you at the meeting this morning","موهيم, راه ڭلت ليك فلإجتيماع هاد سباح","Don't worry, she said she'll meet you at the party."
The big event you organized last year went beautifully,لحادات لكبير ليدارتي لعام ليفات داز مزيان,The big changes that happened in my life last year went well.
Decisions concerning personnel are always taken by her,لقارارات لمتعلّقا بل خدّاما ديما كاتاخدهوم هيا,Decisions related to work are always taken by her.
I'm going to push the call button again,غادي نبراك علا زير لإتيسال مرا خرا,I will warn you about that guy before you ask him for help.
I'm really excited about my partner,أنا متحاماس بساح علا حساب شاريك ديالي,"I'm excited to go out, but it's on my friend's dime."
"Of course, I can help you organize your party!","بطابع, إماكان ليا نعاوناك فتانضيم لحافلا ديالك!","Sure, I can help you with organizing your schedule!"
"I'd like to keep it quite small, say for around 30 people","بغيت نخليه صغير, نڭولو شي 30 واهد","I want to keep it small, let's say 30 centimeters."
"Some food and wine, maybe dancing","شوييا ديال شراب أُلماكلا, أُ إمكان شطيح","A little bit of alcohol, and things might get wild."
