eng,darija_ar,transl
Which one is the best?,شكون فيهوم اللي حسن?,Who among them is good?
Which school does he go to?,أشمن مدراسا لاش كايمشي?,Which school is he attending?
6 dollars per hour.,6 دولّار ل الساعا.,6 dollars for the watch.
50 dirham per hour,50 درهم ل الساعا,50 dirhams for the watch
Are you waiting for someone?,واش كاتسنّا شي حدّ?,Are you waiting for someone?
Are you working today?,واش نتا خدّام ليوما?,Are you working today?
How much money do you have?,شحال ت لفلوس عندك?,How much money do you have?
What does your father do for work?,فاش خدّام لواليد ديالك?,What does your parent do for a living?
When do you get off work?,إمتا كاتخرج من لخدما?,When do you finish work?
When do you get off work?,فوقاش كاتخرج من لخدما?,What time is she leaving work?
It's going to be hot today.,غايكون سخون لحال ليوما.,It will be hot by itself today.
It's north of here.,ف شامال ديال هنا.,In the north of here.
What will the weather be like tomorrow?,كيغادي إكون لجوو غدّا?,Is it going to rain tomorrow?
He always does that for me,ديما تايدير ليا هادشي,He/she always does this for me.
He doesn't look like a nurse,ماكايبانش بحال شي فرملي,It doesn't look like anything special.
He never gives me anything,ماعمّرو عطاني شي حاجة,He never gave me anything.
He thinks we don't want to go,كايسحاب ليه مابغيناش نمشيو,"He's dragging it, we don't want to go."
I came with my family,جيت معا لعاإلا ديالي,I came with my friends.
Is this a safe area?,واش هاد لبلصا امينا?,Is this pencil sharpener mine?
Is this Mr. Mohamed,واش هادا السي موهامد?,Is this Mr. Mohamed's car?
Is your father home?,كاين الباك ف الدار?,Is the bag at home?
I think those shoes are very good looking,كايبالّيا هاد السبّاط مبوڭص,He's wearing dirty shoes.
I've worked there for five years,خدمت تمّا خمس سنين,I worked there for five years
I want to show you something,بغيت نورّيك شي حاجة,I want to show you something
Please count this for me,عافاك حسب ليا هادشي,Please explain this to me.
"Sorry, I don't have a pencil","سمح ليا, ماعنديش ستيلو","Excuse me, I don't have a pen."
What color is that car?,أشمن لون ديك توموبيل,What color is that car?
Which road should I take?,أشمن طريق خسّ ناخود?,Which way should we take?
He would have been unbearable.,إقدر إكون ماكايدخلش لخاتر.,I can't be stopped.
What a pair we are!,أش هاد زوج حنا!,What a lovely couple we are!
How about a whiskey?,أش بالّيك ف وهيسكي?,What's wrong with you in whiskey?
Maybe they'll give us a drink!,كاندن إقدر إعتيونا شاراب!,When can I order a drink!
Your seminar sounds interesting.,نادوا ديالك كاتبان موهيما.,Your friends are writing a novel.
Enjoy your seminar.,تماتاع ب نادوا ديالك.,Enjoy your meal.
Because here I don't have a signal,حيت هنا ماعنديش إشارا,I don't have a signal here.
Do you like her?,واش نتا عزيزا عليك?,Are you important to you?
A wooden one I suppose...,شي واهد خاشابي كانضنّ...,Some people are just too much...
Does it get any easier?,واش هادشي كايولّي أسهال?,Is this causing diarrhea?
"We do have various activities, I ask you!!","عاندنا أنشيتا ماختالفا, كانساولك!!","We argued about the movie, I'll tell you!"
I do play the piano,أنا كانعزف علا لپيانو,I am playing the piano.
I stayed warm with the dog.,بقيت سخون معا لكالب,I became friends with the dog
That would be great,هادشي غادي يكون عاضيم,This is going to be awesome.
"We could try, my dear!","إمكن لينا نحاولو, عازيزاتي!","Let's give it a try, my dear!"
Oh... who should I invite?,أُه...شكون ليكايخاسني نعراد عليه?,Oh... who is trying to deceive me by lying to me?
You're leaving for a holiday?,نتا غادي باش لعوتلا?,Are you going to the party?
My first ever abroad!,أوال ريحلا ليا لبرا!,Bring me the suitcase!
Not for years.,ماشي بزاف ديال ساناوات.,Not too many years.
"I know, I know, and you're not holding up","عاراف, عاراف, أُنتا ماسابرش","I know, I know, you never give up"
It's time for drinks.,هادا هوا واقت لمشروبات.,This is the area for drinks.
You deserve to put up with me.,نتا كاتستاحاق باش تحمالني.,You deserve to be supported.
It's convenient for the holidays.,هادشي مناسب ف لعوتلا.,This is suitable for the party.
I like the idea of James Bond characters.,عجباتني فيكرات جامس بوند.,I liked James Bond movies.
It makes people look a little bit classy.,أيخالي ناسّ يبانو مبوڭسّين.,Some people seem confused.
"Yes, that's a good idea!","أيه, هادي فيكرا مازيانا.","Yes, this idea seems good."
"The city, I see it the rest of the year!","لمدينا, كانشوفها لعام كامل!",We haven't seen her for a whole year!
But the city's the city.,والاكين لمدينا هيا لمدينا.,"Whether we win or lose, we're still the same."
You know culture!,نتا عاندك معا تاقافا!,You have a problem with stopping!
I'm not going anywhere!,أنا ماغادي لحتا بلاسا,I won't go out until later.
It would be like a rickshaw!,غادي يكون بحال كاروسا,He will be like a boss.
We'll go into town tomorrow.,غادي نمشيو لمدينا غدا,We will go to the city tomorrow.
But tomorrow never comes.,والاكين غدا عامرو ماكايجي,"The guests are coming tomorrow, make sure to prepare."
On you or me?,أُه نتا ولا أنا?,Is it you or me?
"Hello Lhossein, how are you today?","أهلان لهوسّين, كيداير ليوم?","Hello Hussein, how's your day going?"
Maybe this will cheer you up...,يقدر هادشي يفارحك ...,This can make you happy...
"Remember, the last time, she had declined","عقل, أخير مرا, رفضات","Mind, finally, refused."
You're nearly blind,نتا راه شيبه عما.,You look tired.
She's taken my daughter.,راها خدات معاها بنتي.,She took my daughter with her.
Find your own night club,قلب علا لبار ديالك,Focus on your studies.
Including false teeth,أُ حتا سنان لإستيناعييا,I have a toothache.
There's something I'm worried about.,كاينا شي حاجا مقلقاني.,There is something bothering me.
I'm in an aquarium,أنا فحاوض ديال ألحوت,I'm in a fish tank.
This could be very interesting.,هادشي مومكين إكون موتير.,This thing can't be real.
What the hell is going on?,أش هاد الزمر واقع?,What's going on with these guys?
It's stopped between floors.,راه حباس بين ليطاجات.,He's stuck between the bottles.
"calm down, shouting won't help.","تهادان, لغوات ماغاديش إعاون.","Don't worry, people won't help."
Perhaps there is a signal here.,إمكان كاينا إشارا هنا.,There might be a sign here.
Have you got your phone with you?,واش تيليفون ديالك معاك?,Do you have your phone with you?
Your salary depends on it.,صالاير ديالك كايعتاماد عليها.,Your phone is heavily relied on.
Call someone,عيط علا شي حدّ,Call someone
My ex-husband was a singer.,راجلي لقديم كان موغني.,My grandfather used to be a blacksmith.
We could never concentrate at home.,ماكاندقدروش ڭاع نركّزو فدار.,We couldn't concentrate at home.
He even sang in his sleep.,كان كايغاني حتّا فنعاسو.,He was singing even in his sleep.
I don't know why I'm telling you this.,ماعرافتش علاش كانڭوليك هادشي.,I don't know why he told you that.
Get us out of here!,يالاه نتحرّكو من هنا!,Let's move from here!
"Hahaha, I don't need seminars to teach me!","هاهاها, ماكانحتاجش ناداوات ليتعلّمني!","Hahaha, I don't need any tutorials to learn!"
You must come visit me soon,أيخاساك تجي تزورني قريبان,Are you coming to visit me soon?
Ugh I'm fed up of nature,أه عييت مان تابيعا,"Oh, I'm tired of following it."
Do you have a loud voice?,واش عانداك صوت مجهّد?,Do you have a sore throat?
Let's try Google Maps?,أنجرّبو لخاريتا ديال ڭوڭل?,Let's try Google Maps.
"No, it's a joke.","لا, راه غير نوكتا.","No, it's just a joke."
I thought I was being subtle...,كان كايصحابني كنت مخبيا...,"He used to be my friend, I was hiding it..."
"No, I saw the whole thing.","لا, راه شفت كولشي.","No, he saw everything."
This is not good timing!,هادا ماشي واقت زوين!,This is not very good!
What do you want us to do?,أشنو بغيتي منّا نديرو?,What do you want us to do?
Even if it's a bad time,واخا إكون واقت خاياب,Even if I'm lost
Is it getting hot in here?,واش سخن لحال هنا?,Is it hot here by itself?
An alcoholic spirit?,روح مودمين علا لكوحول?,Are you going to the party tonight?
I don't know how we're gonna get out,ماعرافتش كيفاش غادي نخارجو,I don't know how we're going to leave
The elevator's down again.,لماسعاد خاسر مرا خرا,"When Saad loses, he acts like a sore loser."
"The masters, always the same.",السادا ديما نافس لحاجا,The simple things always compete.
It can't cope with the heat,ماكاتقدارش تعامل معا سخونييا,He can't handle dealing with difficult people.
We are just a small business,حنا غير مشروع سغير,We are not allowed to change.
This is gonna be interesting,هادشي غادي يكون زوين,This is going to be nice.
They want to feed the ducks with cookies?,بغاو يواكلو لباط لبيسكوي?,Do they want to eat the cookies?
At least the bread is healthy!,علا أقال لخوبز صيحّي!,Tell your brother to shout!
I'm a little disappointed,كانحاس بخايبات أمال شوييا,I'm feeling a bit disappointed but hopeful.
There's a fisherman there.,كاين واحد الصيّاد لهيه,There is a fisherman over there.
"Well, the ducks are still here.","أودي, لباط باقين هنا","Yes, the rest of the guys are still here."
Ducks are very patient creatures,لباطّ مخلوقات صابورا بزاف,Kids are very curious creatures.
Don't you want to do some laps?,مابغيتيش دير شي دورات?,Don't you want to take any courses?
"Yeah, but it gets boring",أه والاكين ولات موميلا,"Yes, but not now."
But I don't want to do laps.,والاكين مابغيتش ندير دورات,But I don't want to take courses
In about an hour?,واهد ساعا من دابا?,What time is it now?
I'll pay if you like,غادي نخالاس إلا بغيتي,I will not leave unless you want me to.
"Get me a coffee, please!","جيب لييا قاهوا, عافاك!","Bring me some coffee, please!"
He looks a bit bored too,كايبان فيه لمالال تاهووا,It looks like there is money in it.
"A coffee with sugar, thank you","قاهوا ب سكّار, شوكران","He's drunk, thank you."
It should soften quite quickly in the water,خاسو يرطاب بزاربا فلما,He lost his wallet in the restaurant.
They like peas apparently,بان لييا كايبغيو جلبانا,They seem to like our company.
Not peas anyway!,ماشي جلبانا علا بعدا!,We're not going there anymore!
Ah jazz musician,أه موسيقي ديال جازّ,"Oh, it's jazz music."
Maybe I could come along to hear you play,ياقدار نجي نسامعك كاتلعاب,Let's go hear you play
And my head's a bit funny,أُ راسّي كايدحّك شوييا,My head hurts a little.
Well I should hope not,"أودي, ماخاسنيش نتمنّا هادشي",I wish we could have this
Laughing cow in English,بڭرا كادحاك ب ل'انڭلايس,I am studying English
You seem very knowledgeable about it.,كاتبان كاتعراف بزاف عليها,They both know a lot about it.
We need to start preparing for the wedding!,خسنا نبداو نوجدو لعارس!,We should start looking for a groom!
Are we have canapes?,عاندنا باتات ديال ألموقابيلات?,Did we buy the curtains yet?
The fois gras is missing.,لكبدا ديال واز مجلييا.,The liver of the lamb is delicious.
I think I need a plaster.,كانضن ماحتاج شي لاسيق,I don't think I need anything else.
"Oh, my God, I don't feel well.","ياربي, ماكانحاسش براسي مازيان","Oh God, I'm not feeling well in my head."
I see you're resourceful,كانشوف بيلا راك تولانتي,Let's see how tall you are.
That's exactly what we're gonna do,هادشي تامامان ليغادي نديرو,This is what we should do.
"Hi, honey, how was your day?","أهلان, حبيبي, كيداز نهارك?","Hello, my dear, how is your day going?"
My boss is not happy,راإس ديالي ماكانش فارحان,My head wasn't feeling well.
My boss is not happy,شف ديالي ماكانش ناشط,My watch wasn't working
My boss is not happy,لمودير ديالي ماكانش فرحان,My boss was not happy.
"Me, my day has been excellent.","أنا, نهاري كان مومتاز",I had a great day.
But how did you get home?,"والاكين, كيفاش وصلتي لدار?","And you, how did you get home?"
You and I are going to the theatre.,نتا أُانا غادين لماسراح.,You and I are going to the beach.
I'll help you if you like.,غادي نعاوناك إلا بغيتي.,I will help you if you want.
I have a friend who's in a music group,عندي ساحبي فمجموعا موسيقييا,I have a friend who is a musician.
I'm really looking forward to it now!,أنا كانتسنّاها نيت دابا!,I have been waiting for her since now!
We absolutely need to go shopping!,داروري خاسنا نمشيو نتقدّاو!,Let's go out and have fun!
"No, I'm not.","لا, أنا ماشي بيخير.","No, I am not feeling well."
I'm a frequent flyer.,أنا ديما كانسافار فطيّارا.,I always dream of flying.
I take the plane too often.,أنا كانشدّ طيارا بزاف.,I used to dream of being a pilot a lot.
"But I'm gonna get a Coke, though.",والاكين غادي ناخاد كوكا.,"Otherwise, I will go get Coca-Cola."
All the best.,كانتمانا ليك كول لخير.,We wish you all the best.
Why don't they have Scottish whiskey?,علاش ماعندهومش صكوتّيسه وهيسكي?,Why don't they have whiskey and whisky?
It's not the same thing!,راه ماشي نفس لحاجا!,He's not the same as before!
"Oh yes, we've finally landed.","أُه أه, أخيران وصلنا.","Oh, finally we arrived."
We're just going to get the scallops.,غادي نجيبو غير سكالّوپس.,We will only get scallops.
You got any ideas?,واش عنداك شي أفكار?,Do you have any ideas?
What about dessert?,أُ شنو ف الديسير?,What's in the dessert?
Or chocolate macaroons?,أُلّا حالوا ديال شوكلات?,How is the taste of the chocolate?
It's good to see you.,ساعا ساعيدا ملّي شفناك.,I will call you when I see you.
It's been a long time,وا مودّا هادي ماشفناك,"Hey buddy, we haven't seen you around."
Are you coming back from vacation?,واش أترجاع من لعوتلا?,Are you coming back from the party?
Where did you go this year?,فين مشيتي هاد لعام?,Where did you go this year?
"Hey, how was your day?","هي, كيداز نهار ديالك?","Hey, how's your day going?"
Isn't it possible to get a lawyer?,واش مامومكينش ناخدو موحامي?,Is it not possible for us to hire a lawyer?
"Yes, I think you're right.",أه كانضنّ عناداك صاح.,"Oh, I think you're right."
What if it doesn't work?,إوا أُ إلا مانجحاتش?,What happened?
I'm going to bed.,أنا غادي نجبد عليها,I will follow up on it.
We'll think about it tomorrow.,دابا نفكّرو فهادشي غدّا.,Now let's think about this tomorrow.
I have some plans of my own.,عندي شي خوطات ديالي.,I have my own threads.
I am meeting with the chairman,غادي نتلاقا ب راإس,We will meet at the top
You have to sell them instead!,خاساك تبيعهوم فبلاست داكشي,He told you to sell them in that place.
I am starting to sweat as I remember,بديت كانعراق ملّي تفاكارت,I started feeling like I'm in Iraq when I thought about it.
Last time I was on my own,أخير مرا كانت بوحدي,The last time she was alone.
But I hear noises,والاكين سماعت شي سضاع,The headphones are not working.
We had a huge lunch...,ضربنا واحاد لغدا كتير,We hit it off for tomorrow a lot.
"Oh, hello Simo how are you?","أُه, أهلان صيمو كيداير?","Oh, hello! How are you doing?"
You look well!,كاتبان ف حالا مازيانا!,They are writing in our favor!
Thank you for coming to see me,شوكران حيت جيتي تشوفني,Thank you for coming to see me.
Are you still okay here?,واش باقي بيخير هنا?,Is there anything left here?
As long as I keep moving it should get better,ماحدّي كانتحرّك كايوالي شويا,"Nobody was moving, everyone was waiting a bit."
Oh where did you see my brother?,أُه فين شافتي خويا?,Where did you see my brother?
"We met on the street, it was fun!","تلاقينا ف شاريع, عالام!","See you in the street, bye!"
How far do you live from him?,شحال كاتعيشي بعيدا عليه?,How much do you miss it?
Where did you learn to do that?,فين تعالامتي دير هادشي?,Where should I put this?
I have been a bartender for a few years,كانت بارمان شي ساناوات,She used to be a barmaid.
Which country did you go to?,أشمن بلاد لاش مشيتي?,Which country did you visit?
I don't have a favourite aperitif myself,ماعنديش فاتيح شاهييا موفاضال,I don't have time for nonsense.
There were a few,كانو تما شي شوييا,They were just a little late.
So you've been there yourself?,واش كانتي تما نتا?,What were you doing just now?
I brought in some very beautiful stones,جابت شي أحجار زوينا,She brought some beautiful stones.
My day sucked,نهاري داز كي لويل,My day went well.
How was your day?,كي دوّزتي هاد نهار?,How was your day?
A good productive meeting this morning,جتيماع مزيان هاد سباه,The meeting was good today.
Lunch was fine,كان لغدا كاڤا عليه,He had coffee for breakfast
what was your report about?,علاش كان تقريرك كايهضر?,Why was your report so confusing?
what was your report about?,علاش كان راپّورك كايهضر?,Why was your report speaking?
What's a bowl of chirashi?,أشناهيا زلافا ديال شيراسهي?,What is the price of this watch?
There must be some trouble,داروري يكونو شي ماشاكيل,My friends are very funny.
No more than that.,ماشي كتار من داكشي,Not many of those
But who's stupid?,والاكين شكون اللي سطل?,Who spilled the milk?
You should read the book: Immigrants,خاسك تاقرا كتاب: لموهاجيرين,"You should read the book: ""The Immigrants"""
why they are as they are,علاش هوما كيف هوما,Why are they like that?
why they so infuriate us,علاش كايعصّبونا بحال هاكّا,Why are they annoying us like that?
in other words,أُلّا ألا بغيتي تڭول,Tell me what you want
"OK, I'm outta here","واخا, أنا هنا لخارج","Well, I am here outside."
Back in a bit.,غانرجع من دابا شويا,I will be back in a little while.
Why do we learn about History?,علاش كانقراو علا تاريخ?,Why were we reading about history?
Not knowing where the story is come from,ماتعرافش منين جات لقيصّا,She doesn't know where she got the story.
But the story is very important.,والاكين لقيسا موهيما بزاف,The storekeepers found it very expensive.
he needs to understand what democracy is,خسّو إفهام شناهيا الديموقراطيا,They failed to understand the concept of democracy.
the cultural identity of his country,لهووييا التاقافيا ديال بلادو,He is a fan of his country's traditions.
After the first world war,مورا لحارب لعالامييا لاولا,I don't want to argue with my family.
It meant a fortune,هادشي كايعني زبّالا تلفلوس,This means wasting money.
And they built Europe instead,أُ بلاستها بناو أُروپا,They built it in Europe.
But what are you interested in?,والاكين أشنو كايهاماك نتا?,What are you doing right now?
I'll wash my hands right now!,غادي ناغسال يادي دابا!,I'm going to wash my hands now!
something simple I suggest,كانقتارح شي حاجة بسيطا,I'm going to buy something simple.
it won't detract from the flavour,مغاديش تانقاس من لماداق,I don't want to eat from this restaurant
I thought you weren't going to ask.,كنت تانڭول ماغاديش تسوال,You were told not to ask.
I suppose it takes all day!,كاندان غاياخود نهار كامل!,He spends the whole day sleeping!
it incorporates some recent discoveries,فيها شي كتيشافات جديدا,There are some new snacks in it.
Agatha Christie's for example,دياول أڭاتها شريستي ماتالان,He bought her a beautiful necklace.
You've seen all those ducks!,شافتي ڭاع دوك لباطات!,Did you see those delicious cookies?
Do they like other things?,واش كايبغيو حوايج خرين?,Do they like shopping for groceries?
I recommend the fish and chips.,كانقتارح لحوت أُ بطاطا,I'm going to make whale and potatoes.
Do you know what it's called.,واش كاتعراف باش كايتسمّا,Do you know what it's called?
I like fish and chips,كانبغي لحوت أُ شيپس,I want a sandwich and chips.
it's a very English dish!,هوا طاباق نڭليزي بيمتياز!,He speaks English fluently!
What's your favourite dish?,أشناهووا طاباق لموفاضال عندك?,Do you have a charger for the phone at your place?
I prefer vegetables and fish.,كانفاضال لخوضرا أُ لحوت,He refused to go to the party.
Are you a good cook?,واش نتا طبّاخ مزيان?,Are you a good cook?
What do you have on the pressure?,أش عانداك علا ضاغط?,What's wrong with you about the pressure?
I am pretty stressed out right now,أنا مسترسّي شويا دابا,I'm a bit stressed now.
What do you have to eat?,أشنو كاين عانداك فلقسّ?,What do you have in your pocket?
let's eat,يالاه نضربو شي قسييّس,Let's go get some ice cream.
how about our burger platter,أُ مال ل بورڭر,I want a burger
But I don't like onions,والاكين أنا ماكانبغيش لباصلا,I didn't want the salad either.
"30 burgers, hold the onions.",30 بورڭر بلا بصلا,30 burgers without onions
Some people prefer that.,شي ناس كايبغيو هاكّاك,Some people like it that way
Notice how bad my feet feel,شوف شحال مكارفصين راجلييا,Look how well my shoes are polished.
But there's no need to panic,والاكين ماكاين لاش تخاف,There is nothing to fear
I'm afraid our time is up for today,ليلأساف وقتنا ليوما تقادا,Let's enjoy our time together today.
Do you not like Mr Jameson?,واش ماكاتبغيش السي جامسون?,Don't you want the sea bass?
I'm not the only one,راه أنا ماشي بوحدي,I am not alone.
How long has it been going on?,منين أُ هادشي كايوقاع,Where did this happen?
How long has it been going on?,منيمتا أُ هادشي كايوقاع,I don't know what's happening
This really does sound serious,هادشي بصّح كايبان جيدّي,This thing really looks good.
This needs to be sorted out quickly,هادشي خاسو إتحلّ بزاربا,This thing needs to be solved with determination.
I'll let you know,دابا نردّ عليك لخبار,Now we will reply to your messages.
he'll be eaten by rats,غادي ياكلوه ل فيران,They will eat it at the fire.
It's just all these little pains,غير هاد ألام صغيرا,Just this small item
Did you bring in any photographs?,واش جابتي شي تصاور?,Did you bring any pictures?
"You know, the technology and I...",راك عارفني معا تشنولوڭي,Do you know how to swim?
He showed me how it works,راه ورّاني كيفاش كاتخدم,"He's watching me, wondering how I work."
It's all happening so fast!,هادشي كامل كايدوز بزاربا,This thing is completely out of control.
By the time we get there,بينمّا توصل ت تمّا,"While you're at it, bring me some tea."
it's been a pleasure to see you,"ساعا ساعيدا ملي شافتاك""",She will be happy when she sees you.
"go on, tell me what happened","كامّال, ڭوليا شنو واقاع","Come on, tell me what happened."
why do you look so down in the dumps?,مالك كاتبان حازين بزّاف?,Why are you writing so much?
You've seen how you talk to me,شافتي كيفاش كادوي معايا,Did you see how he was arguing with me?
look who's talking,"شوف شوف شكون ليكايدوي""",See who's talking about you.
but you just came at me,والاكين نتا تلاحيتي عليا,Why are you ignoring me?
It's turning into a hell of a party!,راها كاتحوّل لحافلا جاهنّاميا,She's transforming into a hellish witch.
What time do you want me to come over?,أشمان واقت بغيتيني نجي?,What time do you want me to come?
"And the drinks, too",و لماشروبات حتا هوما,And even the drinks are included.
Do you know what the forecast is?,واش كاتعراف شناهيا تاواقوعات?,Do you know what their aspirations are?
"Balloons, yes, why not!","نفّاخات, أه, علاش لا!","Balloons, oh, why not!"
People always like that,الناس ديما كايعجبهوم داكشي,People always like that.
Pirates are the best,لقاراصينا هوما اللي حسن,Our neighbors are the best.
You would not believe the day I've had,ماغاديش التيّق ليوم ليداوازت,They won't open the store today.
You would not believe the day I've had,ماغاديش التيّق كيدوّزت ليوما,He won't forget what happened today.
everything seemed to go wrong today...,التا حاجة ماميسّرا ليوما...,This thing is not going well today...
Who wasn't very happy,لي مكانش فرحان بزاف,He wasn't very happy.
Or a good beer?,أُلا شي بيرّا مزيانا?,Isn't everything going well?
"For the massage, not for the beer","الل ماسّاڭ, ماشي لبيرّا","The watermelon is not ripe, it's not sweet."
I mean he's twice my age,زعما هوا مضوبلني فلعمار,He claimed that he was cheated in the deal.
Allow me to point out that,سمح ليا نشير لهادشي,Let me point to this
you are in your fifth bottle,راك فلقرعا لخامسا ديالك,You are in your element
Is that all!,واش هادشي لي كاين!,What is this thing!
Here's the menu,هاك هاهوا ل منو,"Here it is, from whom?"
with an ice cube,معا موكاعاب ديال تالج,I have a headache.
"Why, have you run out of whiskey?","علاش, تسالا ل وهيسكي?",Why are you asking about whiskey?
I'm feeling a bit peckish?,حيت كانحاس بجوع شوييا?,Do you feel a little hungry?
you're not happy to serve me,نتا مافرحانش أناك تسربيني,You don't seem happy that you're leaving me.
"So, how has your week been?","إوا, كيدازت السيمانا ديالك?","Hey, how was your week?"
I don't know what to do,ماعرفتش شنو خسّ ندير,I don't know what to do
It sounds rather suspicious to me,كايبان ليا هادشي ماهووّاش,This doesn't seem right
Do you come here often?,واش كاتجي هنا بزاف?,Are you coming here often?
Are you new to the neighborhood?,نتا جديد فهاد سيكتور?,Are you new in this sector?
"No, I am just passing through","لا, أنا غير دايز","No, I'm not Daisy."
Just on the way to casa,هي فتريق ل كاسا,She is going to Casablanca.
I like donkeys a lot,عزاز عليا لحمير بزاف,I have a lot of work to do
I always bring too much,أنا ديما كانهز بزاف,I always shake a lot
Nice talking to you,فرحت ملي دويت معاك,I was happy when I talked to you.
How nice to see you!,شحال زوين أنّاني نشوفك!,It's so nice to see you!
What a pleasure to meet you,شاراف ليا تلاقيت معاك,I saw you yesterday
They must be growing up fast,غادي إكونو كبرو دغيا,They will be big in the future
Paul's studying architecture,پول كايقرا لهنداسا لميعماريا,Money is being spent on renovations.
She's graduating this year,غادي تخرّج هاد لعام,He is going to graduate this year.
I miss playing the piano,تواحاشت أناني نلعب لپيانو,I miss playing the piano
We don't have one here,ماعندي تا وحدا هنا,I don't have anyone here
I don't know about loans,ماكانعراف والو علا لكريديات,I didn't know he was in debt.
A piano is a big thing,لپيانو شي حاجا كبيرا,The piano is a big thing.
We don't plan on staying for dinner,حنا مامعوّلينش نڭلسو نتعشاو,We don't have any plans to go out for dinner.
I hope I can come back soon,كانتمنّا نقدر نرجع قاريبان,We wished we could go back home.
"It was very nice to meet you, too","مزيان ملي شفتاك, تانتا",Nice to see you again.
I'll be back,غادي نرجاع من باعد,We will come back later.
Have you got bread to give?,واش عنداك خوبز ليتعتي?,Do you have bread for breakfast?
Where did you learn all this?,منين تعلامتي ڭاع هادشي?,Where did you learn about this?
I'm a keen ornithologist,أنا متخاساس فعيلم تيور,"I am confused, I don't understand."
I see you're a specialist!,كانشوف بلي راك متخاساس!,I can see that you're nervous!
but I don't know anything about it,والاكين مكانعراف عليها والو,The guests didn't recognize her.
Nightingales are quite rare,لعانداليب راه ماكايناش بزاف,The stubborn person never changes much.
They sing beautifully,كايغنيو بشاكال زوين بزاف,He sings very beautifully.
I will have to do some research,غادي إخاسني نبحت شويا,I will help you look a bit
"Hello, I am great thank you","أهلان, أنا بيخير شوكران","Hello, I'm fine, thank you."
What shall we give them to eat?,أش أيخسّنا نعطيوهوم ياكلو?,What should we give them to eat?
Maybe we could try and hit them?,إمكان نقادرو نحاولو أُنضاربوهوم?,Can we try to solve their problem?
come over here we have something to eat,أجي لهنا عندنا مايتكال,"Come here, we have watermelon."
He took the carrot from your hand!,خدا خيزو من إديك!,Take the keys from your hand!
"Good evening, my friend",ماساء لخير أ صاحبي,It's not good for my friend.
"Good evening, my friend",مسا لخير أ عشيري,"Good evening, my friend."
How are you this evening?,كيف راك هاد لعشييا,How are you doing today?
I've got terrible flatulence my friend,كرشي منفوخا نيت أصاحبي,"My stomach is bloated, I think I ate too much."
The food here is terrible!,لماكلا هنا خايبا بزاف!,The food here is very delicious!
"Oh, my poor old man","أُه, شارف ديالي لماسكين","Oh, my phone is almost dead."
no one saw anything,تاحد ماشاف شي حاجا,Nobody saw anything.
"Here, I'll hide it for you","هنا, غادي نخبيها ليك","Here, I will hide it for you."
I know which nurse you mean,كانعراف أشمن فارمليا كاتقصاد,I know which pharmacy she's talking about.
I am worried about my mother,أنا ماشطون علا لواليدا,I'm going to visit my parents.
Tell me about your mother,عاودليا علا لواليدا ديالك,Call your parents again.
Why are you worried about her?,علاش نتا ماشطون عليها?,Why aren't you paying attention to it?
More like me being on trial,بحالا أنا ف لموحاكاما,Just like I am in a dream
and I think she follows me,أُ كانضن بلي كتباعني,I think they are following me.
When I looked up she was gone!,ملّي قلّبت كانت مشات!,"When I turned around, she had already left!"
Who were you spying on?,علا من كانتي كاتجاسّاس?,Why were you eavesdropping?
I used to cry a lot,ولّفت أناني نبكي بزاف,I cried a lot last night.
I remember that,أنا عاقل علا هادشي,I am wise about this
Did she take care of you much?,واش تهلات فيك مزيان?,Are you feeling better now?
When she was at home yes,ملّي كانت فدار أه,When she was at home
Thank you doctor,شوكران ليك أ طبيب,"Thank you, doctor."
If that's allowed?,إلا كان هادشي ماسموح?,Is this not allowed?
Can I get you something?,واش نجيب شي حاجا?,Should we bring something?
Can I have a beer?,واش نقدار ناخاد بيرا?,Can we get some beer?
Can I have a beer?,واش واخا ناخاد بيرا?,Should we get some beer?
"Sure, I'll bring the beer","طابعان, غادي نجيب لبيرا","Alright, I will go get the mail."
I see what you mean now,كانشوف شنو بغيتي تڭول,Let me know what you want to say.
Do you want me to keep you company?,واش بغيتيني نبقا معاك?,Do you want me to stay with you?
Do you live around here?,واش كاتعيش قريب لهنا?,Do you live nearby here?
You can never get any peace around here!,مايمكنش ناخود راحتي هنا!,I can't relax here!
She's moving objects in the rooms,كاتبقا تحراك لحوايج فلبيت,She is looking for her things at home.
I was kidding!,كانت هي كانقشب معاك!,She was arguing with you!
I was just kidding!,كانت هي كانضحك معاك!,She was laughing with you!
They're doing it for your own good,راه كايديرو داكشي لمصلاحتاك,He is doing that to fix it for you.
"They've turned you against me, I know it!","قالبوك ضاضّي, أنا عارف!","Your wallet is empty, I know!"
Tell me about your day,عاود لييا علا نهارك,Talk to me about your day
You have been talking to the nurses,كانتي كاتهدر علا لفرمليات,You were talking about the brakes.
Except I'm too smart for them,والاكين أنا داكي عليهوم,I'm not interested in them
I'm not friends with Jeannine anymore,مابقيتش مصاحب معا جانّين,I no longer hang out with those crazy people.
I need an explanation about derivatives,ماحتاج شارح تل موشتاقّات,"I don't need explanations, just the essentials."
"No problem, that's a lot","ماشي موشكيل, هادشي بزاف","It's not a big deal, this is too much."
"Hey, let's go swimming","أهلان, يالاه نمشيو نعومو","Hello, let's go out and have fun."
I'm fine here thanks,أنا بيخير هنا شوكران,"I am good here, thank you."
You should do the same,خاساك دير نافس لحاجا,Take your time to do things.
